Variable,Original,Translation
leadingshot|feats.k,Your shotgun attacks ignore {0}% of target's evasion as long as there are no enemies in melee range to disrupt you.,Tus ataques con escopeta ignoran el {0}% de la evasión del objetivo siempre que no haya enemigos a distancia cuerpo a cuerpo para interrumpirte.
leadingshot|specialization.k,Additively increases the amount of evasion ignored by additional {0}% for each specialization point.,Aumenta aditivamente la cantidad de evasión ignorada en un {0}% adicional por cada punto de especialización.
barrelstare,Increases the damage done by your shotgun attacks to targets at close (near-melee) range by {0}%.,Aumenta el daño infligido por tus ataques con escopeta a objetivos a corta distancia (casi cuerpo a cuerpo) en un {0}%.
perfectscattering|feats.k,Each shotgun pellet you fire does additional {0} to {1} points of mechanical damage.,Cada perdigón de escopeta que disparas inflige {0} a {1} puntos de daño mecánico adicional.
perfectscattering|specialization.k,Increases the maximum bonus damage by {0} for each specialization point.,Aumenta el daño adicional máximo en {0} por cada punto de especialización.
fragmentedchaos,Increases critical damage bonus of your shotgun attacks by {0}% divided by number of pellets fired.,Aumenta la bonificación de daño crítico de tus ataques con escopeta en un {0}% dividido por el número de perdigones disparados.
pelletmayhem|feats.k,Your shotgun attacks grant you additional {0}% critical chance for each target you hit for the next shotgun shot.,Tus ataques con escopeta te otorgan un {0}% de probabilidad de crítico adicional por cada objetivo que golpees para el próximo disparo de escopeta.
pelletmayhem|statuseffects.k,Your next shotgun attack will have the critical hit chance increased by {0}%.,Tu próximo ataque con escopeta tendrá la probabilidad de golpe crítico aumentada en un {0}%.
philosophy1,Dipping your feet into philosophy has given you a fresh outlook on life.\n\nIncreases resolve by {0} and maximum psi points by {1}.,Haber incursionado en la filosofía te ha proporcionado una nueva perspectiva de la vida.\n\nAumenta la resolución en {0} y los puntos de psi máximos en {1}.
philosophy2,"You might not be a fully trained philosopher, but you have a good grasp of the essentials.\n\nIncreases resolve by {0} and maximum psi points by {1}.","Puede que no seas un filósofo completamente formado, pero tienes una buena comprensión de lo esencial.\n\nAumenta la resolución en {0} y los puntos de psi máximos en {1}."
philosophy3,You are starting to put the pieces together... There might yet be some meaning behind this wretched existence.\n\nIncreases resolve by {0} and maximum psi points by {1}.,Estás empezando a juntar las piezas... Todavía podría haber algún significado detrás de esta miserable existencia.\n\nAumenta la resolución en {0} y los puntos de psi máximos en {1}.
hightechnicalities,Increases damage done by energy weapons by {0}% for each intelligence point above {1}.,Aumenta el daño infligido por armas de energía en un {0}% por cada punto de inteligencia por encima de {1}.
parry,"While holding a sword or a knife, the character has {0}% plus {1}% per point of dexterity above {2} chance to block a melee attack. The amount blocked is equal to the average base mechanical damage of the current weapon in case of swords and twice that for knives.","Mientras empuña una espada o un cuchillo, el personaje tiene un {0}% más un {1}% por punto de destreza por encima de {2} de probabilidad de bloquear un ataque cuerpo a cuerpo. La cantidad bloqueada es igual al daño mecánico base promedio del arma actual en el caso de las espadas y el doble para los cuchillos."
navalcombat,Increases effective stability by {0}% and maneuverability by {1}% when piloting jet skis. Reduces action point cost of disembarking by {2}. Also increases precision of mounted jet ski weapons for those unproficient with guns.,Aumenta la estabilidad efectiva en un {0}% y la maniobrabilidad en un {1}% al pilotar motos acuáticas. Reduce el coste de puntos de acción de desembarcar en {2}. También aumenta la precisión de las armas de motos acuáticas montadas para aquellos inexpertos con armas de fuego.
improvednavalcombat,Further increases effective stability by {0}% and maneuverability by {1}% when piloting jet skis. Further reduces action point cost of disembarking by {2}. Also increases precision of mounted jet ski weapons for those unproficient with guns.,Aumenta aún más la estabilidad efectiva en un {0}% y la maniobrabilidad en un {1}% al pilotar motos acuáticas. Reduce aún más el coste de puntos de acción de desembarcar en {2}. También aumenta la precisión de las armas de motos acuáticas montadas para aquellos inexpertos con armas de fuego.
jetandjab,"Removes the additional {0}% precision penalty with knife, fist weapon and unarmed attacks when riding jet skis.","Elimina la penalización de precisión adicional del {0}% con ataques de cuchillo, arma de puño y sin armas al montar en motos acuáticas."
navaljousting,Increases damage with spears when riding jet skis by 30%,Aumenta el daño con lanzas al montar en motos acuáticas en un 30%.
seadog,Increases unarmed and weapon damage by {0}% and effective stability and maneuverability by {1}% when attacking from a jet ski.,Aumenta el daño sin armas y con armas en un {0}% y la estabilidad efectiva y la maniobrabilidad en un {1}% al atacar desde una moto acuática.
versatility|feats.k,"Your effective Guns, Crossbows and Melee skill value is brought up to {0}% of the effective value of the highest of those skills.","Tu valor efectivo de habilidad de Armas de Fuego, Ballestas y Cuerpo a Cuerpo se eleva al {0}% del valor efectivo de la más alta de esas habilidades."
versatility|specialization.k,Further increases the percentage of the skill value used by {0}% for each specialization point.,Aumenta aún más el porcentaje del valor de habilidad utilizado en un {0}% por cada punto de especialización.
versatility-xphw,"Your effective Guns, Heavy Guns, Crossbows and Melee skill value is brought up to {0}% of the effective value of the highest of those skills.","Tu valor efectivo de habilidad de Armas de Fuego, Armas Pesadas, Ballestas y Cuerpo a Cuerpo se eleva al {0}% del valor efectivo de la más alta de esas habilidades."
scrutinous,Increases critical chance of unarmed and weapon attacks by {0}%.,Aumenta la probabilidad de crítico de ataques sin armas y con armas en un {0}%.
expertsprint,Sprint now also grants you {0} action points.,Esprintar ahora también te otorga {0} puntos de acción.
increasedbaseability,{0} increased by {1}. This feat increases the base value of {2} and will count towards other feat requirements.,{0} aumentado en {1}. Esta proeza aumenta el valor base de {2} y contará para otros requisitos de proezas.
strider,Increase unstealthed movement points by {0} and out of combat unstealthed movement speed by {1}%.,Aumenta los puntos de movimiento sin sigilo en {0} y la velocidad de movimiento sin sigilo fuera de combate en un {1}%.
ironwill,Increases resolve by {0}%.,Aumenta la resolución en {0}%.
improvedunarmedcombat,Increases unarmed damage by {0}% and gives your unarmed attack {1}% chance to daze the target for {2}.,Aumenta el daño sin armas en un {0}% y otorga a tu ataque sin armas un {1}% de probabilidad de aturdir al objetivo durante {2}.
expertunarmedcombat,Further increases unarmed damage by {0}% and gives your unarmed attack {1}% chance to stun the organic target for {2}.,Aumenta aún más el daño sin armas en un {0}% y otorga a tu ataque sin armas un {1}% de probabilidad de aturdir al objetivo orgánico durante {2}.
empoweredinvocation|feats.k,"Grants you the empowered invocation ability that increases the {0} skill by {1}% until the end of the turn, but drains away all the remaining psi points afterwards.\n\nCooldown: {2}.","Te otorga la habilidad de invocación potenciada que aumenta la habilidad de {0} en un {1}% hasta el final del turno, pero drena todos los puntos psi restantes después.\n\nRecarga: {2}."
empoweredinvocation|specialabilities.k,"When activated increases the {0} skill by {1}% until the end of the turn, but drains away all the remaining psi points afterwards.","Al activarse, aumenta la habilidad de {0} en un {1}% hasta el final del turno, pero drena todos los puntos psi restantes después."
empoweredinvocation|statuseffects.k,"{0} skill increased by {1}%. When this effect expires, the character will lose all psi points.","Habilidad de {0} aumentada en {1}%. Cuando este efecto expira, el personaje perderá todos los puntos psi."
shieldbash|feats.k,Grants you a melee attack that deals mechanical damage equal to {0}%-{1}% of the amount blocked by the carried riot shield and dazes the target for {2}.\n\nCooldown: {3}.,Te otorga un ataque cuerpo a cuerpo que inflige daño mecánico igual al {0}%-{1}% de la cantidad bloqueada por el escudo antidisturbios que llevas y aturde al objetivo durante {2}.\n\nRecarga: {3}.
shieldbash|specialattacks.k,Perform a special attack with your riot shield that deals {0} damage if it lands as well as dazes the target for {1}.,"Realiza un ataque especial con tu escudo antidisturbios que inflige {0} de daño si impacta, además de aturdir al objetivo durante {1}."
boardingup|feats.k,Landing a melee attack while wearing a riot shield increases the amount blocked by the riot shield by {0}% for {1}. Stacks up to {2} times.,Realizar un ataque cuerpo a cuerpo mientras llevas un escudo antidisturbios aumenta la cantidad bloqueada por el escudo antidisturbios en un {0}% durante {1}. Se acumula hasta {2} veces.
boardingup|specialization.k,Increases the block amount by additional {0}% per stack for each specialization point.,Aumenta la cantidad de bloqueo en un {0}% adicional por acumulación por cada punto de especialización.
sweep|feats.k,Grants you a special spear attack with deals {0}% of normal weapon damage to all enemies adjacent to you and puts living targets off balance for {1} if they are hit.\n\nOff-balanced characters have their dodge and evasion reduced to zero.\n\nCooldown: {2}.,Te otorga un ataque especial con lanza que inflige un {0}% del daño normal del arma a todos los enemigos adyacentes a ti y desequilibra a los objetivos vivos durante {1} si son golpeados.\n\nLos personajes desequilibrados tienen su esquiva y evasión reducidas a cero.\n\nRecarga: {2}.
sweep|specialattacks.k,Perform a special spear attack that deals {0}% of normal weapon damage to all enemies adjecent to you and puts living targets off balance for {1} if they are hit.,Realiza un ataque especial con lanza que inflige un {0}% del daño normal del arma a todos los enemigos adyacentes a ti y desequilibra a los objetivos vivos durante {1} si son golpeados.
bodyhorror,"After what you have seen, you'll never look at the fleshly form the same again.\n\nCritical hit chance with weapons and unarmed attacks against humanoids and non-insectoid critters increased by {0}%. Resolve reduced by {1}%.","Después de lo que has visto, nunca volverás a ver la forma carnal de la misma manera.\n\nProbabilidad de golpe crítico con armas y ataques sin armas contra humanoides y criaturas no insectoides aumentada en un {0}%. Resolución reducida en {1}%."
outervisions,"You've seen the wonderous possibilities of the Outer Expanses, both the beautiful and the abominable, and you're now less inclined to believe in the necessity of the limits of this particular physical world.\n\nRange of all psi abilities increased by {0}.","Has visto las maravillosas posibilidades de las Expansiones Exteriores, tanto las hermosas como las abominables, y ahora eres menos propenso a creer en la necesidad de los límites de este mundo físico en particular.\n\nAlcance de todas las habilidades psi aumentado en {0}."
irongrip|feats.k,"Allows you to wield spears in one hand when wearing a suit of armor with a riot shield, but at {0}% penalty to weapon damage.","Te permite empuñar lanzas con una mano cuando llevas una armadura con un escudo antidisturbios, pero con una penalización del {0}% al daño del arma."
irongrip|specialization.k,Reduces the damage penalty by {0}% for each specialization point.,Reduce la penalización de daño en un {0}% por cada punto de especialización.
sixthshell,"Each shotgun shot will grant {0}% bonus damage to shotgun attacks. When stacked up to 5, this damage bonus will change to {1}% and after the sixth attack the bonus will reset.","Cada disparo de escopeta otorgará un {0}% de daño adicional a los ataques de escopeta. Cuando se acumula hasta 5, esta bonificación de daño cambiará a {1}% y después del sexto ataque la bonificación se restablecerá."
forcefullinnervation,"You conditioned your mind for psionic powers the raw way and it left its mark on you. You use your Will base ability instead of Intelligence to determine the number of psi slots, but your max psi points are reduced by {0}.\n\nYou obtained the rare golden pill that might undo this, but you are not sure if you should use it.","Has condicionado tu mente para los poderes psiónicos por la vía bruta y ha dejado su marca en ti. Usas tu habilidad base de Voluntad en lugar de Inteligencia para determinar el número de ranuras psi, pero tus puntos psi máximos se reducen en {0}.\n\nHas obtenido la rara píldora dorada que podría deshacer esto, pero no estás seguro de si deberías usarla."
psychoneuraloptimization|feats.k,"While having only one psi school innervated, the psi cost of all abilities is reduced by {0}%.","Mientras tengas solo una escuela psi innervada, el coste psi de todas las habilidades se reduce en un {0}%."
psychoneuraloptimization|specialization.k,Further reduces the psi cost by {0}% for each specialization point.,Reduce aún más el coste psi en un {0}% por cada punto de especialización.
psychoneuralflexibility,One psi school is ignored when determining the multi-school innervation psi cost penalty.,Se ignora una escuela psi al determinar la penalización de coste psi por innervación multiescuela.
expandedpsicapacitance|feats.k,Psi reserves increased by {0}%.,Reservas psi aumentadas en {0}%.
expandedpsicapacitance|specialization.k,Psi reserves bonus further increased by {0}% for each specialization point.,Bonificación de reservas psi aumentada aún más en {0}% por cada punto de especialización.
tattooprotectorate,"At ease, Corporal.\n\nIncreases health by {0}%.","Descansa, Cabo.\n\nAumenta la salud en {0}%."
tattoojkk,You are one tactful operative.\n\nIncreases persuasion skill by {0}.,Eres un agente operativo con mucho tacto.\n\nAumenta la habilidad de persuasión en {0}.
tattooanarchy,You bow to no authority.\n\nIncreases chance to critically hit with weapon and unarmed attacks by {0}%.,No te doblegas ante ninguna autoridad.\n\nAumenta la probabilidad de golpear críticamente con ataques con armas y sin armas en un {0}%.
tattoocoretech,State-of-the-art equipment amounts to a state-of-the-art agent.\n\nIncreases mechanics and electronics skills by {0}.,Un equipo de última generación equivale a un agente de última generación.\n\nAumenta las habilidades de mecánica y electrónica en {0}.
tattoopraetoriansecurity,Order through strength.\n\nDecreases chance to get critically hit by weapon and unarmed attacks by {0}%.,Orden a través de la fuerza.\n\nDisminuye la probabilidad de recibir un golpe crítico con ataques con armas y sin armas en un {0}%.
tattooaegisincorporated,"You will go anywhere, provided it be forward.\n\nIncreases all offensive skills by {0}.","Irás a cualquier lugar, siempre que sea hacia adelante.\n\nAumenta todas las habilidades ofensivas en {0}."
tattoomagnarghost,"The king is dead, long live the king!\n\nIncreases dodge and evasion by {0}.","¡El rey ha muerto, viva el rey!\n\nAumenta la esquiva y la evasión en {0}."
tattooshadowlith,"The monoliths malicious influence has been removed, but not from your skin.\n\nIncreases psi regeneration by {0}.","La influencia maliciosa de los monolitos ha sido eliminada, pero no de tu piel.\n\nAumenta la regeneración de psi en {0}."
tattoothebeast,To be Man is to fight monsters.\n\nUnarmed and weapon damage increased by {0}% against creatures.,Ser Hombre es luchar contra monstruos.\n\nDaño sin armas y con armas aumentado en {0}% contra criaturas.
tattootchort,"Whether it was a monster or a god, it's dead now.\n\nIncreases resolve by {0}%, but reduces detection by {1}%.","Ya fuera un monstruo o un dios, ahora está muerto.\n\nAumenta la resolución en {0}%, pero reduce la detección en {1}%."
tattootchortinstitute,Tchort is evolution. Evolution is Tchort.\n\nIncreases biology and chemistry skills by {0}.,Tchort es evolución. Evolución es Tchort.\n\nAumenta las habilidades de biología y química en {0}.
tattoobalorseye,The only thing this electric eye couldn't see is Balor's untimely demise.\n\nIncreases detection by {0}%.,Lo único que este ojo eléctrico no pudo ver es la muerte prematura de Balor.\n\nAumenta la detección en {0}%.
tattoosgs,There's no station like home station.\n\nIncreases all skills by {0}.,No hay estación como la estación base.\n\nAumenta todas las habilidades en {0}.
tattoopirate,Sometimes you just have to hoist the black flag and start slitting throats.\n\nIncreases all offensive and defensive skills by {0}% while riding a jet ski.,A veces solo tienes que izar la bandera negra y empezar a degollar.\n\nAumenta todas las habilidades ofensivas y defensivas en un {0}% al montar en moto acuática.
tattoodrifter,"You can't seem to settle anywhere. Just as soon as you get involved with a faction or a place, something urges you to move on.\n\nIncreases movement speed by {0}% and movement points by {1} when not in stealth.","Parece que no puedes asentarte en ningún sitio. Tan pronto como te involucras con una facción o un lugar, algo te impulsa a seguir adelante.\n\nAumenta la velocidad de movimiento en un {0}% y los puntos de movimiento en {1} cuando no estás en sigilo."
tattoojeteater,The caustic stench of the vile fluid is ever with you and your skin tingles with memories of pain.\n\nIncreases acid damage threshold by {0}.,El hedor cáustico del vil fluido está siempre contigo y tu piel hormiguea con recuerdos de dolor.\n\nAumenta el umbral de daño ácido en {0}.
tattoofatso,Eat and drink your fill. Gorge yourself on the cave's bounty. Become large.\n\nDuration of food items increased by {0} minutes.,Come y bebe hasta saciarte. Atibórrate con la generosidad de la cueva. Hazte grande.\n\nDuración de los objetos de comida aumentada en {0} minutos.
tattooblackcrawler,You can still make out its large red eyes if you stare into the darkest corners of Underrail long enough.\n\nStealth increased by {0}% of base value.,Aún puedes distinguir sus grandes ojos rojos si miras fijamente a los rincones más oscuros de Underrail durante el tiempo suficiente.\n\nSigilo aumentado en un {0}% del valor base.
tattooabomination,"Life force - primordial, lasting, potent - twisted into a gruesome form.\n\nChanges the health percentage above which you receive natural regeneration to {0}%.","Fuerza vital - primordial, duradera, potente - retorcida en una forma espantosa.\n\nCambia el porcentaje de salud por encima del cual recibes regeneración natural a {0}%."
tattooskulljacked,"Spiralling grooves, a threaded tunnel, from machine to man.\n\nIncreases critical chance of psionic abilities by {0} while wearing armor suit with (unmodified) armor penalty of {1} or higher.","Surcos en espiral, un túnel roscado, de máquina a hombre.\n\nAumenta la probabilidad de crítico de las habilidades psiónicas en {0} mientras se lleva un traje de armadura con una penalización de armadura (sin modificar) de {1}% o superior."
tattoovoidbattle,You are a veteran of astral warfare!\n\nResolve increased by {0}.,¡Eres un veterano de la guerra astral!\n\nAumenta la resolución en {0}.
monstrousyell,Your Yell makes such a disturbing sound that it also has {0}% chance to to instill fear for {1}.,Tu Alarido produce un sonido tan perturbador que también tiene un {0}% de probabilidad de infundir miedo durante {1}.
cohesivemucusglands,Allows you to spit acid blobs that damage and entangle your targets.,Te permite escupir burbujas de ácido que dañan y enredan a tus objetivos.
gunfu|feats.k,"When attacking with firearm pistols in melee range, your effective attack skill is increased by {0}% of your unmodified melee skill for all purposes, including the damage done.","Al atacar con pistolas de armas de fuego a distancia cuerpo a cuerpo, tu habilidad de ataque efectiva aumenta en un {0}% de tu habilidad de cuerpo a cuerpo sin modificar para todos los propósitos, incluido el daño infligido."
gunfu|specialization.k,Further increases the percentage of the skill value used by {0}% for each specialization point.,Aumenta aún más el porcentaje del valor de habilidad utilizado en un {0}% por cada punto de especialización.
bullettime|feats.k,"When activated, reduces action point cost of firing firearm pistols by {0}% until the end of the turn. \n\nCannot reduce the action point cost below the hard minimum.\n\nCooldown: {1}.","Al activarse, reduce el coste de puntos de acción de disparar pistolas de armas de fuego en un {0}% hasta el final del turno. \n\nNo puede reducir el coste de puntos de acción por debajo del mínimo absoluto.\n\nRecarga: {1}."
bullettime|specialabilities.k,"When activated, reduces action point cost of firing firearm pistols by {0}% until the end of the turn.","Al activarse, reduce el coste de puntos de acción de disparar pistolas de armas de fuego en un {0}% hasta el final del turno."
bullettime|specialization.k,Further reduces action point cost by {0}% (additive) for each specialization point.,Reduce aún más el coste de puntos de acción en un {0}% (aditivo) por cada punto de especialización.
bullettime|statuseffects.k,Reduces action point cost of firing firearm pistols by {0}%. Cannot reduce the action point cost below the hard minimum.,Reduce el coste de puntos de acción de disparar pistolas de armas de fuego en un {0}%. No puede reducir el coste de puntos de acción por debajo del mínimo absoluto.
remotesurgeon|feats.k,Increases the unresisted damage modifier of throwing knives by additional {0}%.,Aumenta el modificador de daño no resistido de los cuchillos arrojadizos en un {0}% adicional.
remotesurgeon|specialization.k,Further increases the unresisted damage modifier by {0}% (additive) for each specialization point.,Aumenta aún más el modificador de daño no resistido en un {0}% (aditivo) por cada punto de especialización.
psychokineticelasticity,"Increases the range of your telekinetic psi abilities, and also the number of links in psychokinetic chains you produce, by one.","Aumenta el alcance de tus habilidades psi telequinéticas, y también el número de enlaces en las cadenas psicoquinéticas que produces, en uno."
beyondcold,"You've experienced that terrible feeling that lies on the other side of extreme cold, at the threshold of complete stillness, where the living body is drained of all energy.\n\nWhen chilled or frozen, you will gain a buff that will increase your will by {4}, reduce all the cold damage taken by {0}% and all the mechanical damage taken by {1}%, and make you immune to further chilling or freezing for {2}. This can occur only once every {3}.","Has experimentado esa terrible sensación que reside al otro lado del frío extremo, en el umbral de la quietud completa, donde el cuerpo vivo se vacía de toda energía.\n\nCuando estés enfriado o congelado, obtendrás una mejora que aumentará tu voluntad en {4}, reducirá todo el daño por frío recibido en un {0}% y todo el daño mecánico recibido en un {1}%, y te hará inmune a más enfriamientos o congelaciones durante {2}. Esto puede ocurrir solo una vez cada {3}."
motioner,You abused this dangerous substance one too many times and now your brain has suffered long-term damage.\n\nYour intelligence is reduced by {0} and you occasionally suffer worse acute effects.,Has abusado de esta sustancia peligrosa demasiadas veces y ahora tu cerebro ha sufrido daños a largo plazo.\n\nTu inteligencia se reduce en {0} y ocasionalmente sufres peores efectos agudos.
shoemaker,The quality of leather counts as if {0}% higher when crafting leather boots.,La calidad del cuero cuenta como si fuera un {0}% superior al fabricar botas de cuero.
finetuned,"You're starting to develop an ear for the subtle differences in sound. In a world comprised largely of dark caves and metro tunnels, this is no small a boon.\n\nDetection increased by {0}%.","Estás empezando a desarrollar oído para las sutiles diferencias de sonido. En un mundo compuesto en gran parte por cuevas oscuras y túneles de metro, esto no es una pequeña bendición.\n\nDetección aumentada en {0}%."
heavymetal,"Reduces mechanical damage taken by 1% for each point of current weapon's strength requirement, and grants bonus percentage damage equal to {0}% of the total armor penalty when attacking with heavy guns. Only works when heavy guns or sledgehammers are equipped in both weapon slots and total armor penalty is {1}% or higher.","Reduce el daño mecánico recibido en un 1% por cada punto del requisito de fuerza del arma actual, y otorga un porcentaje de daño de bonificación igual al {0}% de la penalización de armadura total al atacar con armas pesadas. Solo funciona cuando se equipan armas pesadas o martillos de guerra en ambas ranuras de armas y la penalización de armadura total es del {1}% o superior."
bruteaim,Your Perception base ability is counted as being {0} points higher for the purpose of modifying the Heavy Guns skill.,Tu habilidad base de Percepción se considera {0} puntos más alta a efectos de modificar la habilidad de Armas Pesadas.
bullettrance|feats.k,Grants {0}% bonus damage to heavy gun attacks each time you kill an enemy with one of these weapons. Last {1} and stacks {2} times.,Otorga un {0}% de daño adicional a los ataques de armas pesadas cada vez que eliminas a un enemigo con una de estas armas. Dura {1} y se acumula {2} veces.
bullettrance|statuseffects.k,This character does {0}% bonus damage when using heavy guns.,Este personaje inflige un {0}% de daño adicional al usar armas pesadas.
practicedparabola|feats.k,Increases precision with grenade launchers by {0}% and reduces the maximum grenade miss distance by 1.,Aumenta la precisión con lanzagranadas en un {0}% y reduce la distancia máxima de fallo de granada en 1.
practicedparabola|specialization.k,Increases the precision bonus by {0}% for each specialization point.,Aumenta la bonificación de precisión en un {0}% por cada punto de especialización.
trickytrajectory,Area of effect weapons deal {0}% bonus damage and ignore {1}% of target's evasion. This works with all non-thrown area of effect weapons.,Las armas de área de efecto infligen un {0}% de daño adicional e ignoran el {1}% de la evasión del objetivo. Esto funciona con todas las armas de área de efecto que no se lanzan.
trickytrajectory-xpbl,"Area of effect weapons deal {0}% bonus damage and ignore {1}% of target's evasion. This works with all non-thrown area of effect weapons, including those mounted on vehicles.","Las armas de área de efecto infligen un {0}% de daño adicional e ignoran el {1}% de la evasión del objetivo. Esto funciona con todas las armas de área de efecto que no se lanzan, incluidas las montadas en vehículos."
demolitionman,Getting hit by area of effect heat damage will grant {0}% bonus damage to your grenade launcher attacks for {1}. Stacks {2} times.,Recibir daño de calor de área de efecto otorgará un {0}% de daño adicional a tus ataques con lanzagranadas durante {1}. Se acumula {2} veces.
gunnershigh|feats.k,"Whenever you deal damage to an enemy with a machine gun or minigun attack you gain an effect that heals you for one health each turn for {0} turns, but cannot heal above {1}% of your maximum health. Stacks {2} times.","Cuando infliges daño a un enemigo con una ametralladora o una minigun, obtienes un efecto que te cura un punto de salud por turno durante {0} turnos, pero no puede curarte por encima del {1}% de tu salud máxima. Se acumula {2} veces."
gunnershigh|statuseffects.k,"Heals {0} health per turn, but cannot heal above {1}% of maximum health.","Cura {0} puntos de salud por turno, pero no puede curarte por encima del {1}% de la salud máxima."
shellshock,All humanoids caught in the blast radius of your grenade launcher's grenade have their offensive and defensive skills reduced by {0} for {1}. This stacks {2} times.,Todos los humanoides atrapados en el radio de explosión de la granada de tu lanzagranadas ven reducidas sus habilidades ofensivas y defensivas en {0} durante {1}. Se acumula {2} veces.
firebranded,"To your deepest shame, your buttocks are marked with an ugly image of a billy goat. \n\nMax hit chance with weapons and unarmed attacks reduced by {0}.","Para tu más profunda vergüenza, tus posaderas están marcadas con una fea imagen de un cabrón. \n\nMáxima probabilidad de impacto con armas y ataques sin armas reducida en {0}."
flashbang|grenades.k,"Incapacitates everyone caught in the blast for {0} unless they resist the effect. Incapacitated targets will also immediately lose sight of you, allowing you to easily hide from them.","Incapacita a todo el mundo atrapado en la explosión durante {0} a menos que resistan el efecto. Los objetivos incapacitados también te perderán de vista inmediatamente, lo que te permitirá esconderte fácilmente de ellos."
flashbang|itemblueprints.k,You can create a flashbang grenade by filling a thin grenade case with magnesium powder.,Puedes crear una granada cegadora llenando una fina carcasa de granada con polvo de magnesio.
flashbang-old,"Incapacitates everyone caught in the blast for {0} seconds unless they resist the effect. Incapacitated targets will also immediately lose sight of you, allowing you to easily hide from them.","Incapacita a todo el mundo atrapado en la explosión durante {0} segundos a menos que resistan el efecto. Los objetivos incapacitados también te perderán de vista inmediatamente, lo que te permitirá esconderte fácilmente de ellos."
stingball,Deals {0} damage to everyone caught in the blast and stuns living targets for {1} if they don't resist the damage.,Inflige {0} de daño a todo el mundo atrapado en la explosión y aturde a los objetivos vivos durante {1} si no resisten el daño.
frag,"Everyone caught in the blast suffers {0} damage as well as damage from {1}-{2} shrapnel, each shrapnel dealing {3} damage. Targets closer to detonation have greater chance of receiving shrapnel.","Todo el mundo atrapado en la explosión sufre {0} de daño, así como daño de {1}-{2} fragmentos de metralla, cada uno de los cuales inflige {3} de daño. Los objetivos más cercanos a la detonación tienen una mayor probabilidad de recibir metralla."
nailbomb,"Everyone caught in the blast gets hit by {0}-{1} nails, each dealing {2} damage and having {3}% chance to cause a bleeding wound that deals additional {4}% damage over {5}. Each bleeding wound also has {6}% chance to cause an infected wound that increases damage taken from all sources by {7}% and reduces healing effects by {8}% for the same duration (stacks {9} times).","Todo el mundo atrapado en la explosión recibe el impacto de {0}-{1} clavos, cada uno de los cuales inflige {2} de daño y tiene un {3}% de probabilidad de causar una herida sangrante que inflige un {4}% de daño adicional durante {5}. Cada herida sangrante también tiene un {6}% de probabilidad de causar una herida infectada que aumenta el daño recibido de todas las fuentes en un {7}% y reduce los efectos curativos en un {8}% durante la misma duración (se acumula {9} veces)."
he,Everyone caught in the blast suffers {0} damage and {1} damage. Ignores {2}% of damage resistance and threshold.,Todo el mundo atrapado en la explosión sufre {0} de daño y {1} de daño. Ignora el {2}% de la resistencia y el umbral al daño.
plasma,Everyone caught in the blast suffers {0} damage and {1} damage.,Todo el mundo atrapado en la explosión sufre {0} de daño y {1} de daño.
emp,All automatons caught in the blast take {0} damage (this damage bypasses resistances and shields) and are stunned for {1} turns. All targets also have their electronic equipment immediately drained of all energy and receive electrical damage equal to {2}% of energy drained.,Todos los autómatas atrapados en la explosión reciben {0} de daño (este daño ignora las resistencias y los escudos) y quedan aturdidos durante {1} turnos. Todos los objetivos también ven cómo su equipo electrónico se descarga inmediatamente de toda la energía y reciben daño eléctrico igual al {2}% de la energía descargada.
molotov,"Everyone caught in the blast suffers {0} damage and has {1}% chance to catch fire, suffering additional {2}% of the original damage over {3}. The fuel from the cocktail sets the ground on fire. Creatures standing in the fire suffer heat damage equal to {4}%-{5}% of their maximal health (up to maximum of {6}-{7}), plus additional {8}-{9}, depending on the intensity of fire at that spot, while creatures moving through the fire suffer one third of that damage per tile.","Todo el mundo atrapado en la explosión sufre {0} de daño y tiene un {1}% de probabilidad de incendiarse, sufriendo un {2}% adicional del daño original durante {3}. El combustible del cóctel prende fuego al suelo. Las criaturas que se encuentran en el fuego sufren daño por calor igual al {4}%-{5}% de su salud máxima (hasta un máximo de {6}-{7}), más {8}-{9} adicionales, dependiendo de la intensidad del fuego en ese punto, mientras que las criaturas que se mueven a través del fuego sufren un tercio de ese daño por casilla."
toxicgas,"Throw a gas grenade to the ground where it remains for {0}, releasing toxic gas that deals {1} damage per turn (depending on the gas concentration) to anyone standing in it and one third that damage to those passing through it. Living creatures exposed to the toxic gas become contaminated, which causes them to take as much as {2}% more damage from all sources.","Lanza una granada de gas al suelo donde permanece durante {0}, liberando gas tóxico que inflige {1} de daño por turno (dependiendo de la concentración de gas) a cualquiera que se encuentre en él y un tercio de ese daño a aquellos que pasen a través de él. Las criaturas vivas expuestas al gas tóxico se contaminan, lo que hace que reciban hasta un {2}% más de daño de todas las fuentes."
psimorphicbiocide,"Throw a gas grenade to the ground where it remains for {0}, releasing toxic gas that deals {1} damage per turn (depending on the gas concentration) to anyone standing in it and one third that damage to those passing through it. The gas also destroys any inert psimorphic biomass.","Lanza una granada de gas al suelo donde permanece durante {0}, liberando gas tóxico que inflige {1} de daño por turno (dependiendo de la concentración de gas) a cualquiera que se encuentre en él y un tercio de ese daño a aquellos que pasen a través de él. El gas también destruye cualquier biomasa psimórfica inerte."
