Variable,Original,Translation
Devices.0|psionicheadband.item,Contains instructions on how to create a psionic headband.,Contiene instrucciones para la creación de una diadema psiónica.
Devices.0|psireinvigorator.item,Contains instructions on how to concoct a psi reinvigorator.,Contiene instrucciones para la preparación de un revigorizador psíquico.
Devices.0|recycleitem.item,Contains instructions on how to recycle an item.,Contiene instrucciones sobre cómo reciclar un objeto.
Devices.0|regenerativemixture.item,Contains instructions on how to create a regenerative mixture.,Contiene instrucciones para la creación de una mezcla regenerativa.
Devices.0|repairkit.item,Contains instructions on how to create a repair kit.,Contiene instrucciones para la creación de un kit de reparación.
Devices.0|riotgear.item,Contains instructions on how to create a riot gear armor set.,Contiene instrucciones para la creación de un conjunto de armadura antidisturbios.
Devices.0|shieldrecharger.item,Contains detailed instructions on how to create a shield recharger.,Contiene instrucciones detalladas para la creación de un recargador de escudos.
Devices.0|shiv.item,Contains detailed step-by-step instructions on the ancient art of making a shiv.,Contiene instrucciones detalladas paso a paso sobre el arte ancestral de hacer una navaja.
Devices.0|shockbolt.item,Contains instructions on how to create shock bolts.,Contiene instrucciones para la creación de virotes de choque.
Devices.0|shockbullets.item,Contains instructions on how to create 5mm shock bullets.,Contiene instrucciones para la creación de balas de choque de 5mm.
Devices.0|shockshurikens.item,Contains instructions on how to create shock shurikens.,Contiene instrucciones para la creación de shurikens de choque.
Devices.0|sledgehammer.item,Contains detailed instructions on how to create a sledgehammer.,Contiene instrucciones detalladas para la creación de un mazo.
Devices.0|smg.item,Contains instructions on how to create any type of SMG.,Contiene instrucciones para la creación de cualquier tipo de subfusil.
Devices.0|sniperrifle.item,Contains instructions on how to create a sniper rifle.,Contiene instrucciones para la creación de un rifle de francotirador.
Devices.0|superhealthhypo.item,Contains instructions on how to create a super health hypo.,Contiene instrucciones para la creación de una hipo de súper salud.
Devices.0|supersoldierdrug.item,"Contains instructions on how to create something called ""Supersoldier Drug"".","Contiene instrucciones para la creación de algo llamado ""Droga de Supersoldado""."
Devices.0|tabiboots.item,Contains instructions on how to create a pair of tabi boots.,Contiene instrucciones para la creación de un par de botas tabi.
Devices.0|tacticalvest.item,Contains instructions on how to create a tactical vest.,Contiene instrucciones para la creación de un chaleco táctico.
Devices.0|taser.item,Contains instructions on how to create a taser.,Contiene instrucciones para la creación de una pistola táser.
Devices.0|thejuice.item,"Contains instructions on how to create ""the Juice"".","Contiene instrucciones para la creación de ""El Jugo""."
Devices.0|thingrenadecase.item,Contains instructions on how to create thin grenade cases.,Contiene instrucciones para la creación de estuches de granada finos.
Devices.0|thinminecase.item,Contains instructions on how to create thin mine cases.,Contiene instrucciones para la creación de estuches de mina finos.
Devices.0|throwingknives.item,Contains instructions on how to create throwing knives.,Contiene instrucciones para la creación de cuchillos arrojadizos.
Devices.0|throwingnet.item,Contains instructions on how to create a throwing net.,Contiene instrucciones para la creación de una red arrojadiza.
Devices.0|tntcharge.item,Contains instructions on how to assemble a timer triggered T.N.T charge.,Contiene instrucciones sobre cómo ensamblar una carga de T.N.T. activada por temporizador.
Devices.0|trance.item,"Contains instructions on how to create a ""trance"" shot.","Contiene instrucciones para la creación de una inyección de ""trance""."
Devices.0|vehiclerepairkit.item,Contains instructions on how to create a vehicle repair kit.,Contiene instrucciones para la creación de un kit de reparación de vehículos.
Devices.0|w2cbullets.item,Contains instructions on how to reload tungsten carbide armor piercing bullets.,Contiene instrucciones para recargar balas perforantes de blindaje de carburo de tungsteno.
Devices.0|evelynmurderproof.item,This drive contains proof that Evelyn Ingram is a murderer.,Esta unidad contiene pruebas de que Evelyn Ingram es una asesina.
blueprint.adrenalineShot,Blueprint: Adrenaline Shot,Plano: Inyección de Adrenalina
blueprint.advancedHealthHypo,Blueprint: Advanced Health Hypo,Plano: Hipo de Salud Avanzada
blueprint.aegis,Blueprint: Aegis,Plano: Aegis
assaultRifleBlueprint,Blueprint: Assault Rifle,Plano: Fusil de Asalto
blueprint.bearTrap,Blueprint: Bear Trap,Plano: Trampa para Osos
bootsBlueprint,Blueprint: Boots,Plano: Botas
bulletsBlueprint,Blueprint: Bullets,Plano: Balas
blueprint.bullhead,Blueprint: Bullhead,Plano: Bullhead
blueprint.caltrops,Blueprint: Caltrops,Plano: Caltrops
chemicalAmmoBlueprint,Blueprint: Chemical Ammo,Plano: Munición Química
chemicalBlobTrapBlueprint,Blueprint: Chemical Blob Trap,Plano: Trampa de Masa Química
chemicalBoltBlueprint,Blueprint: Chemical Bolt,Plano: Virote Químico
chemicalPistolBlueprint,Blueprint: Chemical Pistol,Plano: Pistola Química
cloakingDeviceBlueprint,Blueprint: Cloaking Device,Plano: Dispositivo de Camuflaje
combatGlovesBlueprint,Blueprint: Combat Gloves,Plano: Guantes de Combate
combatKnifeBlueprint,Blueprint: Combat Knife,Plano: Cuchillo de Combate
contaminatedBulletsBlueprint,Blueprint: Contaminated Bullets,Plano: Balas Contaminadas
crossbowBlueprint,Blueprint: Crossbow,Plano: Ballesta
empGrenadeBlueprint,Blueprint: EMP Grenade,Plano: Granada PEM
empMineBlueprint,Blueprint: EMP Mine,Plano: Mina PEM
energyPistolBlueprint,Blueprint: Energy Pistol,Plano: Pistola de Energía
energyShieldEmitterBlueprint,Blueprint: Energy Shield Emitter,Plano: Emisor de Escudo de Energía
explosiveBulletsBlueprint,Blueprint: Explosive Bullets,Plano: Balas Explosivas
extractToxinBlueprint,Blueprint: Extract Humour,Plano: Extraer Humor
flashbangBlueprint,Blueprint: Flashbang,Plano: Granada Aturdidora
blueprint.focusStim,Blueprint: Focus Stim,Plano: Estimulante de Concentración
blueprint.fragGrenadeCase,Blueprint: Frag Grenade Case,Plano: Estuche de Granada de Fragmentación
blueprint.fragMineCase,Blueprint: Frag Mine Case,Plano: Estuche de Mina de Fragmentación
gasGrenadeBlueprint,Blueprint: Gas Grenade,Plano: Granada de Gas
gogglesBlueprint,Blueprint: Goggles,Plano: Gafas
greavesBlueprint,Blueprint: Greaves,Plano: Grebas
grenadeBlueprint,Blueprint: Hand Grenade,Plano: Granada de Mano
blueprint.healthHypo,Blueprint: Health Hypo,Plano: Hipo de Salud
incendiaryBoltBlueprint,Blueprint: Incendiary Bolt,Plano: Virote Incendiario
incendiaryBulletsBlueprint,Blueprint: Incendiary Bullets,Plano: Balas Incendiarias
incendiaryGrenadeBlueprint,Blueprint: Incendiary Grenade,Plano: Granada Incendiaria
infusedLeatherBlueprint,Blueprint: Infused Leather,Plano: Cuero Infundido
blueprint.irongut,Blueprint: Irongut,Plano: Irongut
jhpBulletsBlueprint,Blueprint: JHP Bullets,Plano: Balas JHP
blueprint.jumpingBean,Blueprint: Jumping Bean,Plano: Jumping Bean
blueprint.lockpicks,Blueprint: Lockpicks,Plano: Ganzúas
mechanicalBoltBlueprint,Blueprint: Serrated Bolt,Plano: Virote Serrado
metalHelmetBlueprint,Blueprint: Metal Helmet,Plano: Casco de Metal
microShrapnelBulletsBlueprint,Blueprint: Micro-Shrapnel Bullets,Plano: Balas Micro-Metralla
mineBlueprint,Blueprint: Mine,Plano: Mina
blueprint.morphineShot,Blueprint: Morphine Shot,Plano: Inyección de Morfina
UniqueBlueprint,Contains instructions on how to concoct the notorious Motion drug.,Contiene instrucciones sobre cómo preparar la notoria droga Motion.
blueprint.nervosomnifer,Blueprint: Nervosomnifer,Plano: Nervosomnifer
pistolBlueprint,Blueprint: Pistol,Plano: Pistola
processPlantBlueprint,Blueprint: Process Plant or Fungus,Plano: Procesar Planta u Hongo
psionicHeadbandBlueprint,Blueprint: Psionic Headband,Plano: Diadema Psiónica
blueprint.recycleItem,Blueprint: Recycle Item,Plano: Reciclar Objeto
blueprint.regenerativeMixture,Blueprint: Regenerative Mixture,Plano: Mezcla Regenerativa
blueprint.repairKit,Blueprint: Repair Kit,Plano: Kit de Reparación
riotGearBlueprint,Blueprint: Riot Gear,Plano: Equipo Antidisturbios
blueprint.shiv,Blueprint: Shiv,Plano: Navaja
shockBoltBlueprint,Blueprint: Shock Bolt,Plano: Virote de Choque
shockBulletsBlueprint,Blueprint: Shock Bullets,Plano: Balas de Choque
shockShurikensBlueprint,Blueprint: Shock Shurikens,Plano: Shurikens de Choque
sledgehammerBlueprint,Blueprint: Sledgehammer,Plano: Mazo
smgBlueprint,Blueprint: SMG,Plano: Subfusil
sniperRifleBlueprint,Blueprint: Sniper Rifle,Plano: Rifle de Francotirador
blueprint.superHealthHypo,Blueprint: Super Health Hypo,Plano: Hipo de Súper Salud
blueprint.supersoldierDrug,Blueprint: Supersoldier Drug,Plano: Droga de Supersoldado
tabiBootsBlueprint,Blueprint: Tabi Boots,Plano: Botas Tabi
tacticalVestBlueprint,Blueprint: Tactical Vest,Plano: Chaleco Táctico
blueprint.taser,Blueprint: Taser,Plano: Taser
blueprint.theJuice,Blueprint: The Juice,Plano: El Jugo
blueprint.thinGrenadeCase,Blueprint: Thin Grenade Case,Plano: Estuche de Granada Fino
blueprint.thinMineCase,Blueprint: Thin Mine Case,Plano: Estuche de Mina Fino
blueprint.throwingKnives,Blueprint: Throwing Knives,Plano: Cuchillos Arrojadizos
throwingNetBlueprint,Blueprint: Throwing Net,Plano: Red Arrojadiza
tntChargeBlueprint,Blueprint: T.N.T Charge,Plano: Carga de T.N.T.
blueprint.trance,Blueprint: Trance,Plano: Trance
blueprint.vehicleRepairKit,Blueprint: Vehicle Repair Kit,Plano: Kit de Reparación de Vehículos
w2cBulletsBlueprint,Blueprint: W2C Bullets,Plano: Balas W2C
currency.sgs,SGS Credits,Créditos de SGS
Plot.30,This is the internal currency of the South Gate Station.,Esta es la moneda interna de la Estación Puerta Sur.
currency.sc,Stygian Coin,Moneda Estigia
Plot.31,"This light stainless super steel coin is engraved with an image of Charon, the mythic Stygian ferryman. It's the most common currency in the south Underrail because its value is derived directly from the value of the metal it's made of.","Esta moneda ligera de acero inoxidable súper está grabada con una imagen de Caronte, el mítico barquero estigio. Es la moneda más común en el Underrail sur porque su valor se deriva directamente del valor del metal del que está hecha."
currency.usd,United Stations Dollar,Dólar de las Estaciones Unidas
Plot.32,Fiat currency of United Stations and the Protectorate.,Moneda fiduciaria de las Estaciones Unidas y el Protectorado.
Plot.33,"The face side of this plastic bill depicts an austere middle-aged man with a great, thick mustache and slightly less thick eyebrows. He is dressed in ornate uniform and has a tall, unusual, but no less elegant military cap atop his head. The name beside the picture reads Jarkov Breposlav Mochnik.","El anverso de este billete de plástico representa a un hombre austero de mediana edad con un gran y espeso bigote y unas cejas ligeramente menos gruesas. Viste un uniforme ornamentado y lleva una gorra militar alta, inusual, pero no menos elegante, sobre su cabeza. El nombre al lado de la imagen dice Jarkov Breposlav Mochnik."
aiScrambler,AI Scrambler,Codificador de IA
Devices.28,"A specialized remote-control device that can be used to introduce faulty state into a cortex of a combat robot, causing it to act erratically.","Un dispositivo especializado de control remoto que puede utilizarse para introducir un estado defectuoso en la corteza de un robot de combate, haciendo que actúe de forma errática."
barbedThrowingNet,Barbed Throwing Net,Red Arrojadiza con Púas
BarbedThrowingNet,A barbed throwing net that can give its victims terrible cuts as well as entangle them.,"Una red arrojadiza con púas que puede infligir terribles cortes a sus víctimas, además de enredarlas."
burrowerPoisonCaltrops,Burrower Poison Caltrops,Caltrops Venenosos de Burrower
Devices.61,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with burrower poison.,Un caltrop es un arma antipersona compuesta por dos o más clavos o púas afiladas dispuestas de tal manera que uno de ellos siempre apunta hacia arriba desde una base estable. Los caltrops pueden desplegarse para herir y ralentizar a los enemigos. Estos caltrops también han sido recubiertos con veneno de burrower.
Devices.60,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies.,Un caltrop es un arma antipersona compuesta por dos o más clavos o púas afiladas dispuestas de tal manera que uno de ellos siempre apunta hacia arriba desde una base estable. Los caltrops pueden desplegarse para herir y ralentizar a los enemigos.
cameraJammer,Camera Jammer,Inhibidor de Cámara
CameraJammer,A remote jamming device designed to reduce tracking and reporting speed of security cameras.,Un dispositivo inhibidor remoto diseñado para reducir la velocidad de seguimiento y reporte de las cámaras de seguridad.
caveEarPoisonCaltrops,Cave Ear Poison Caltrops,Caltrops Venenosos de Oreja de Cueva
Devices.62,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with cave ear poison.,Un caltrop es un arma antipersona compuesta por dos o más clavos o púas afiladas dispuestas de tal manera que uno de ellos siempre apunta hacia arriba desde una base estable. Los caltrops pueden desplegarse para herir y ralentizar a los enemigos. Estos caltrops también han sido recubiertos con veneno de oreja de cueva.
Devices.16,"It's easy to get turned around in the tunnels of Underrail, you'll probably need this.","Es fácil desorientarse en los túneles de Underrail, probablemente necesites esto."
crawlerPoisonCaltrops,Crawler Poison Caltrops,Caltrops Venenosos de Crawler
Devices.63,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with crawler poison.,Un caltrop es un arma antipersona compuesta por dos o más clavos o púas afiladas dispuestas de tal manera que uno de ellos siempre apunta hacia arriba desde una base estable. Los caltrops pueden desplegarse para herir y ralentizar a los enemigos. Estos caltrops también han sido recubiertos con veneno de crawler.
dogCrate,Dog Crate,Jaula para Perros
Devices.20,Used to contain and transport small animals.,Se utiliza para contener y transportar animales pequeños.
electricTorch,Electric Lantern,Linterna Eléctrica
Devices.29,A lightweight electric lantern that can be attached to the belt.,Una linterna eléctrica ligera que puede fijarse al cinturón.
electronicRepairKit1,Electronic Repair Kit,Kit de Reparación Electrónica
Devices.81,"Can be used to repair electronic pieces of gear, such as energy weapons, special goggles and electroshock weapons.","Puede utilizarse para reparar piezas electrónicas de equipo, como armas de energía, gafas especiales y armas de electrochoque."
electronicRepairKit2,Advanced Electronic Repair Kit,Kit de Reparación Electrónica Avanzado
Devices.82,"Can be used to repair electronic pieces of gear, such as energy weapons, special goggles and electroshock weapons.","Puede utilizarse para reparar piezas electrónicas de equipo, como armas de energía, gafas especiales y armas de electrochoque."
fishingRod,Fishing Rod,Caña de Pescar
Devices.22,A simple yet durable fishing rod.,Una caña de pescar simple pero duradera.
Devices.23,An essential tool when venturing into the depths of the Underrail.,Una herramienta esencial cuando se aventura en las profundidades del Underrail.
Devices.50,"Used to hack various computer devices, as well as disable electronic locks.","Se utiliza para hackear varios dispositivos informáticos, así como para desactivar cerraduras electrónicas."
haxxor2,Haxxor Mk II,Haxxor Mk II
Devices.51,"Used to hack various computer devices, as well as disable electronic locks.","Se utiliza para hackear varios dispositivos informáticos, así como para desactivar cerraduras electrónicas."
haxxor3,Haxxor Mk III,Haxxor Mk III
Items.Haxxor3,"Used to hack various computer devices, as well as disable electronic locks.","Se utiliza para hackear varios dispositivos informáticos, así como para desactivar cerraduras electrónicas."
headTrap,Collar of Misery,Collar de Miseria
Explosives.181,"It takes a unique, demented mind to come up with such a contraption. This torture device perfectly fits human physiology in such a way to inflict maximum pain and suffering upon the wearer. On its back, an engraved message reads: ""Live or die. Make your choice.""","Se necesita una mente única y demente para idear tal artilugio. Este dispositivo de tortura se ajusta perfectamente a la fisiología humana de tal manera que inflige el máximo dolor y sufrimiento al portador. En su parte posterior, un mensaje grabado dice: ""Vive o muere. Elige""."
hotwiringKit,Hotwiring Kit,Kit de Puenteo
Devices.111,Can be used to hotwire a vehicle in case you've misplaced the keys.,Puede utilizarse para puentear un vehículo en caso de que hayas perdido las llaves.
Devices.24,"This large electro-mechanical hammer is usually used to break up rock, pavement, and concrete.","Este gran martillo electromecánico se utiliza normalmente para romper rocas, pavimento y hormigón."
Items.Lighter,A simple plastic lighter.,Un simple encendedor de plástico.
Devices.40,Can be used for picking mechanical locks.,Puede utilizarse para abrir cerraduras mecánicas.
lockpick2,Lockpick Mk II,Ganzúa Mk II
Devices.41,Can be used for picking mechanical locks.,Puede utilizarse para abrir cerraduras mecánicas.
lockpick3,Lockpick Mk III,Ganzúa Mk III
Devices.42,Can be used for picking mechanical locks.,Puede utilizarse para abrir cerraduras mecánicas.
mechanicalRepairKit1,Mechanical Repair Kit,Kit de Reparación Mecánica
Devices.71,"Can be used to repair mechanical pieces of gear, such as firearms, melee weapons and metal armor.","Puede utilizarse para reparar piezas mecánicas de equipo, como armas de fuego, armas cuerpo a cuerpo y armaduras de metal."
mechanicalRepairKit2,Advanced Mechanical Repair Kit,Kit de Reparación Mecánica Avanzado
Devices.72,"Can be used to repair mechanical pieces of gear, such as firearms, melee weapons and metal armor.","Puede utilizarse para reparar piezas mecánicas de equipo, como armas de fuego, armas cuerpo a cuerpo y armaduras de metal."
Devices.13,A set of standard mechanical tools.,Un conjunto de herramientas mecánicas estándar.
patchingKit1,Patching Kit,Kit de Parches
Devices.91,Can be used to patch leather armors and tactical vests.,Puede utilizarse para parchear armaduras de cuero y chalecos tácticos.
patchingKit2,Advanced Patching Kit,Kit de Parches Avanzado
Devices.92,Can be used to patch leather armors and tactical vests.,Puede utilizarse para parchear armaduras de cuero y chalecos tácticos.
Items.ShieldRecharger,This device projects electromagnetic waves over a limited distance that can quickly recharge shield batteries.,Este dispositivo proyecta ondas electromagnéticas a una distancia limitada que pueden recargar rápidamente las baterías de los escudos.
Devices.45,A set of lockpicks combined with high end hacking device.,Un conjunto de ganzúas combinado con un dispositivo de hackeo de alta gama.
throwingNet,Throwing Net,Red Arrojadiza
Devices.21,Can be used to immobilize opponents in combat.,Puede utilizarse para inmovilizar a los oponentes en combate.
vanishingPowder,Vanishing Powder Grenade,Granada de Polvo de Desaparición
Explosives.2,"A makeshift grenade filled with ""vanishing powder"" that ignites on impact, generating a flash and lots of thick smoke that can cover one's retreat.","Una granada improvisada llena de ""polvo de desaparición"" que se enciende al impactar, generando un destello y una gran cantidad de humo denso que puede cubrir la retirada de uno."
vehicleRepairKit,Vehicle Repair Kit,Kit de Reparación de Vehículos
Devices.110,Can be used to repair any vehicle with an electronic engine.,Puede utilizarse para reparar cualquier vehículo con motor electrónico.
chemhazeGrenade,Chemhaze Grenade,Granada de Neblina Química
Explosives.134,A special chemical grenade that can be used to dampen fighting capabilities of all combatants that reside in its area of effect for a long time.,Una granada química especial que puede utilizarse para amortiguar las capacidades de combate de todos los combatientes que residen en su área de efecto durante un largo periodo de tiempo.
cryogasGrenade,Cryogas Grenade,Granada de Criogás
Explosives.132,When thrown this grenade slowly releases cryogenic gas.,"Cuando se lanza, esta granada libera lentamente gas criogénico."
empGrande1,EMP Grenade,Granada PEM
Explosives.40,"This grenade discharges a powerful electromagnetic pulse on impact, damaging and disabling electronic equipment.","Esta granada descarga un potente pulso electromagnético al impactar, dañando e inutilizando los equipos electrónicos."
empGrande2,EMP Grenade Mk II,Granada PEM Mk II
Explosives.41,"This grenade discharges a powerful electromagnetic pulse on impact, damaging and disabling electronic equipment.","Esta granada descarga un potente pulso electromagnético al impactar, dañando e inutilizando los equipos electrónicos."
empGrande3,EMP Grenade Mk III,Granada PEM Mk III
Explosives.42,"This grenade discharges a powerful electromagnetic pulse on impact, damaging and disabling electronic equipment.","Esta granada descarga un potente pulso electromagnético al impactar, dañando e inutilizando los equipos electrónicos."
Explosives.0,These grenades are used to temporarily neutralize the combat effectiveness of enemies by disorienting their senses.,Estas granadas se utilizan para neutralizar temporalmente la eficacia de combate de los enemigos desorientando sus sentidos.
fragGrenade1,Frag Grenade,Granada de Fragmentación
Explosives.20,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,"La granada de fragmentación (comúnmente conocida como ""frag"") es un arma antipersona diseñada para dispersar metralla al explotar."
fragGrenade2,Frag Grenade Mk II,Granada de Fragmentación Mk II
Explosives.21,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,"La granada de fragmentación (comúnmente conocida como ""frag"") es un arma antipersona diseñada para dispersar metralla al explotar."
fragGrenade3,Frag Grenade Mk III,Granada de Fragmentación Mk III
Explosives.22,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,"La granada de fragmentación (comúnmente conocida como ""frag"") es un arma antipersona diseñada para dispersar metralla al explotar."
fragGrenade4,Frag Grenade Mk IV,Granada de Fragmentación Mk IV
Explosives.23,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,"La granada de fragmentación (comúnmente conocida como ""frag"") es un arma antipersona diseñada para dispersar metralla al explotar."
fragGrenade5,Frag Grenade Mk V,Granada de Fragmentación Mk V
Explosives.24,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,"La granada de fragmentación (comúnmente conocida como ""frag"") es un arma antipersona diseñada para dispersar metralla al explotar."
heGrenade1,HE Grenade,Granada AE
Explosives.30,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.","La granada de alto explosivo proporciona una potente explosión que es útil contra objetivos fuertemente blindados. Aunque puede utilizarse eficazmente en escenarios antipersona, es menos eficiente debido a la ausencia de metralla."
heGrenade2,HE Grenade Mk II,Granada AE Mk II
Explosives.31,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.","La granada de alto explosivo proporciona una potente explosión que es útil contra objetivos fuertemente blindados. Aunque puede utilizarse eficazmente en escenarios antipersona, es menos eficiente debido a la ausencia de metralla."
heGrenade3,HE Grenade Mk III,Granada AE Mk III
Explosives.32,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.","La granada de alto explosivo proporciona una potente explosión que es útil contra objetivos fuertemente blindados. Aunque puede utilizarse eficazmente en escenarios antipersona, es menos eficiente debido a la ausencia de metralla."
heGrenade4,HE Grenade Mk IV,Granada AE Mk IV
Explosives.33,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.","La granada de alto explosivo proporciona una potente explosión que es útil contra objetivos fuertemente blindados. Aunque puede utilizarse eficazmente en escenarios antipersona, es menos eficiente debido a la ausencia de metralla."
heGrenade5,HE Grenade Mk V,Granada AE Mk V
Explosives.34,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.","La granada de alto explosivo proporciona una potente explosión que es útil contra objetivos fuertemente blindados. Aunque puede utilizarse eficazmente en escenarios antipersona, es menos eficiente debido a la ausencia de metralla."
magnesiumGrenade,Magnesium Grenade,Granada de Magnesio
MagnesiumGrenade,This incendiary grenade burns magnesium to create intense flames on impact.,Esta granada incendiaria quema magnesio para crear intensas llamas al impactar.
molotovCocktail,Molotov Cocktail,Cóctel Molotov
MolotovCocktail,It's a very basic improvised incendiary grenade using gasoline as fuel.,Es una granada incendiaria improvisada muy básica que utiliza gasolina como combustible.
nailBomb,Nail Bomb,Bomba de Clavos
Explosives.3,A makeshift explosive device filled with nails - many of which are rusty or worse.,"Un artefacto explosivo improvisado lleno de clavos, muchos de los cuales están oxidados o peor."
napalmGrenade,Napalm Grenade,Granada de Napalm
NapalmGrenade,"Though an improvised weapon, this grenade is packing military grade incendiary substance. Expect extremely hot flames on impact.","Aunque es un arma improvisada, esta granada contiene una sustancia incendiaria de grado militar. Espere llamas extremadamente calientes al impactar."
psimorphicBiocideGrenade,Psimorphic Biocide Grenade,Granada de Biocida Psimórfico
Explosives.131,"Though this gas cocktail is specifically designed to remove mutagenic biomass, it's also generally toxic to all living things.","Aunque este cóctel de gas está específicamente diseñado para eliminar la biomasa mutagénica, también es generalmente tóxico para todos los seres vivos."
toxicGasGrenade,Toxic Gas Grenade,Granada de Gas Tóxico
Explosives.130,When thrown this grenade slowly releases toxic gas.,"Cuando se lanza, esta granada libera lentamente gas tóxico."
amberStoneEarrings,Amber Stone Earrings,Pendientes de Piedra de Ámbar
Plot.221,A pair of amber stone earrings. Both stones exhibit high clarity and contain a long-preserved winged insect within them. Perhaps one of the wealthier merchants would be interested in it.,Un par de pendientes de piedra de ámbar. Ambas piedras exhiben una gran claridad y contienen un insecto alado conservado en su interior durante mucho tiempo. Tal vez a uno de los mercaderes más ricos le interese.
backPendantNecklace,Back Pendant Necklace,Collar con Colgante Trasero
Plot.222,"A gold necklace with an amethyst-adorned pendant worn on the back and not the front. The pendant itself hangs pretty low, so it's likely paired with dresses that have a deep cut back. Perhaps one of the wealthier merchants would be interested in it.","Un collar de oro con un colgante adornado con amatista que se lleva en la espalda y no en la parte delantera. El colgante en sí cuelga bastante bajo, por lo que es probable que se combine con vestidos que tienen una espalda muy escotada. Tal vez a uno de los mercaderes más ricos le interese."
ceramicWatch,Ceramic Watch,Reloj de Cerámica
Plot.223,"An elegant watch made from a pre-formed piece of ceramic baked at an extremely high temperature, then milled into the desired shape. It's light and durable, anti-magnetic and resistant to water and chemical erosion. Perhaps one of the wealthier merchants would be interested in it.","Un elegante reloj hecho de una pieza preformada de cerámica cocida a una temperatura extremadamente alta, luego fresada hasta obtener la forma deseada. Es ligero y duradero, antimagnético y resistente al agua y a la erosión química. Tal vez a uno de los mercaderes más ricos le interese."
engravedCigaretteCase,Engraved Cigarette Case,Pitillera Grabada
Plot.224,A finely engraved sterling silver cigarette case. Appears to have been done by hand. Perhaps one of the wealthier merchants would be interested in it.,Una pitillera de plata de ley finamente grabada. Parece haber sido hecha a mano. Tal vez a uno de los mercaderes más ricos le interese.
goldRing,Gold Ring,Anillo de Oro
Plot.220,A non-descript gold ring. Perhaps one of the wealthier merchants would be interested in it.,Un anillo de oro anodino. Tal vez a uno de los mercaderes más ricos le interese.
niobiumPiercingSet,Niobium Piercing Set,Set de Piercing de Niobio
Plot.225,"A set of body piercing jewelry made of niobium, a biocompatible metal that's been heat treated as to exhibit a deep black color. Perhaps one of the wealthier merchants would be interested in it.","Un conjunto de joyería para piercings corporales hecho de niobio, un metal biocompatible que ha sido tratado térmicamente para exhibir un color negro intenso. Tal vez a uno de los mercaderes más ricos le interese."
palladiumLeglet,Palladium Leglet,Tobillera de Paladio
Plot.226,A stylish chain leglet. The palladium it's made of makes it fairly light and durable. Perhaps one of the wealthier merchants would be interested in it.,Una elegante tobillera de cadena. El paladio del que está hecha la hace bastante ligera y duradera. Tal vez a uno de los mercaderes más ricos le interese.
palmBracelet,Palm Bracelet,Pulsera de Palma
Plot.227,A floral bracelet that wraps around the palm and the middle finger. Made from a synthetic viscoelastic material that provides both flexibility during hand motion and rigidity when unstressed by movement. Perhaps one of the wealthier merchants would be interested in it.,Una pulsera floral que se enrolla alrededor de la palma y el dedo corazón. Fabricada con un material viscoelástico sintético que proporciona tanto flexibilidad durante el movimiento de la mano como rigidez cuando no está sometida a tensión por el movimiento. Tal vez a uno de los mercaderes más ricos le interese.
tiChromeHairClip,TiChrome Hair Clip,Pinza de Pelo de TiCromo
Plot.228,A brilliant hair clip made from TiChrome and diamonds. Perhaps one of the wealthier merchants would be interested in it.,Una brillante pinza para el pelo hecha de TiCromo y diamantes. Tal vez a uno de los mercaderes más ricos le interese.
humanBrain,Human Brain,Cerebro Humano
Items.HumanBrain,A preserved human brain.,Un cerebro humano preservado.
Oddity.AbominationBrain|abominationbrain.item,Abominable Deformed Brain,Cerebro Deforme Abominable
