Variable,Original,Translation
plot.damagedNecklace,Damaged Necklace,
Plot.71,It's some sort of electronic necklace. It's out of order due to the visible damage it suffered. Perhaps one of the electronics merchants will be able to tell you more about it.,
plot.evelynEvidence,Evidence of Murder,
plot.evelynFootlocker,Evelyn's Key,
plot.evelyns_password,Piece of Paper,
plot.43,"A small piece of paper. Has ""evelynin76543"" written on it.",
experimentalAcidJar,Acidic Concoction,
Plot.210,"A canister containing some unknown acidic mixture. There's a lot of spillover, probably from the unchecked chemical reactions taking place inside.",
Drinking,Drink the liquid.,
facelessMedallion,Faceless Medallion,
Plot.FacelessMedallion,"Imprinted upon this medallion is a circle split in four by the X symbol with perpendicular serifs. The medallion seems to be made of some material resembling rough stone in texture, but lacking its weight and frigidness.",
fluxController,Flux Controller,
Devices.6,A vital component of any modern power generator. Modular design allows for easy removal in case it's needed elsewhere.,
key.freeDronesExit,Free Drones Hideout Keycard,
Plot.11|freedronesexitkeycard.item,This keycard should be able to open the main entrance of the Free Drones hideout.,
Plot.11|gauntletrathoundroomkey.item,You found this keycard inside one of the rathounds in the Gauntlet.,
Plot.11|playerhousekeycard.item,This is the keycard to your residence in Core City.,
key.cc_g_blue,Gauntlet Key - Blue,
Plot.101,You found this key inside the Core City Gauntlet. It has a blue tag attached to it.,
key.cc_g_green,Gauntlet Key - Green,
Plot.102,You found this key inside the Core City Gauntlet. It has a green tag attached to it.,
key.cc_g_red,Gauntlet Key - Red,
Plot.100,You found this key inside the Core City Gauntlet. It has a red tag attached to it.,
key.cc_g_yellow,Gauntlet Key - Yellow,
Plot.103,You found this key inside the Core City Gauntlet. It has a yellow tag attached to it.,
key.fauntletRathoundRoom,Rathound Room Keycard,
gnawedFluxController,Gnawed Flux Controller,
Devices.9,This flux controller looks like it's been gnawed on.,
Meds.8,"It's got a label on it that reads ""Hercules.""",
Plot.HVPenetrator|highvoltagepenetrator.item,High Voltage Penetrator Core,
Plot.HVPenetrator|highvoltagepenetrator.item,A device capable of producing low to high voltage output. It consists of many densely stacked voltage coils and a separate power source.,
Plot.HVPowerCables|highvoltagepowercables.item,High Voltage Power Cables,
Plot.HVPowerCables|highvoltagepowercables.item,A set of heavy-duty cables capable of withstanding very high voltages. ,
Plot.HVRemoteController|highvoltageremotecontroller.item,Handmade Remote Controller,
Plot.HVRemoteController|highvoltageremotecontroller.item,"A repurposed remote controller, now featuring a set of controls and connectors suitable for many electronic devices.",
plot.dc_gateControlValve,Hydraulic Control Valve,
Plot.HydraulicControlValve,This is a FCV-0909 hydraulic control valve produced by Biocorp Hydraulics North. It seems to be in good condition.,
plot.dc_hydraulicFluidCanister,Hydraulic Fluid Canister,
Plot.99,This is a five-liter hydraulic fluid canister. It is filled with BI MO-G60 mineral oil-based hydraulic fluid produced by Biocorp Hydraulics North.,
plot.dc_gateAccumulator,Hydro-Pneumatic Accumulator,
Plot.HydroPneumaticAccumulator,This is an HPA-7-3000 bladder type hydro-pneumatic accumulator rated at 3000 psi. It was manufactured by Biocorp Hydraulics North and seems to be in a surprisingly good condition.,
Plot.63,"You have no idea what all the different buttons on this thing do. The big blue one seems very tempting, but then again, maybe it's better not to touch it.",
impureChromiumBlade,Impure Chromium Blade,
Plot.1,It would need to be processed in the foundry before it would yield pure metal that can be used for crafting.,
jkkCommDevice,JKK Comm Device,
Devices.56,It's a simple wireless transmission communication device. ,
InterfaceCommandText|jkkcommdevice.item,Activate the communication device.,
InterfaceCommandText|merchantspda.item,Activate the device.,
InterfaceCommandText|hopperracingleaflet.item,Read the leaflet.,
InterfaceCommandText|microchipencoder.item,Activate the device.,
InterfaceCommandText|navcomdevice.item,Activate the device.,
InterfaceCommandText|shard.item,Examine the shard.,
InterfaceCommandText|therigcommdevice.item,Activate the device.,
InterfaceCommandText|rustmakerknife.item,Examine the weapon.,
JonasWatch,Old Watch,
Items.JonasWatch,You found this old wristwatch inside a dead rathound of all places.,
libraryPropagatorCard,Library Propagator Card (Institute of Tchort),
Plot.15,"Used with the terminals in Eidein's Library. They give the user propagator rights, which among other things unlock the ability to download files from the library database without restrictions.",
merchantsPDA,Bloody Mobile Computer,
Plot.56,"It's a mobile computer covered in dried blood. The model name reads MBF-440s, but the brand itself is not familiar to you. Perhaps it was manufactured in North Underrail?",
plot.miningExplosive,Mining Explosive,
Plot.90,This remotely activated explosive charge should be able to cause a cave-in of the Old Junkyard gate if placed at the right spot.,
Plot.98,"This slimy organ has an appearance of a heart whose muscle fibers are entwined with red mycelium, and it is full of viscous liquid. It smells horrible.",
mutagenD5,Mutagen D5,
Plot.130,This is a sealed can of a highly potent and dangerous D5 mutating agent.,
plot.orangeBox,Orange Box,
Plot.OrangeBox,"A re-purposed musical toy. The device features seven buttons, each dedicated to a different musical note. It comes with an unusually bulky short range connector and a small speaker.",
Plot.62,Just a regular large pipe.,
key.playerHouse,Core City House Keycard,
Plot.53,This device is made specifically to attract the Beast. At least in theory.,
plot.dc_gateDriveShaftCorrect,HS-89 Hydraulic Pump Drive Shaft,
Plot.88,This drive shaft is designed to drive a specific type of axial piston pump by connecting it with an electric motor.,
plot.dc_gateDriveShaftWrong1,HS-83 Hydraulic Pump Drive Shaft,
Plot.86,This drive shaft is designed to drive a specific type of axial piston pump by connecting it with an electric motor.,
plot.dc_gateDriveShaftWrong2,HS-78 Hydraulic Pump Drive Shaft,
Plot.87,This drive shaft is designed to drive a specific type of axial piston pump by connecting it with an electric motor.,
plot.dc_gateDriveShaftWrong3,HS-90 Hydraulic Pump Drive Shaft,
Plot.96,This drive shaft is designed to drive a specific type of axial piston pump by connecting it with an electric motor.,
plot.putrefiedRathoundTissue,Putrefied Rathound Tissue,
Plot.TissueSample,Partially decomposed rathound tissue sample.,
key.quintonsKey,Quinton's Keycard (SGS),
Plot.13,You have a pretty good feeling that this keycard unlocks the door to the mushroom growing room at the agronomy level.,
plot.rathoundKingsHead,Rathound King's Head,
Plot.51,This severed head once belonged to Rathound King.,
epioneRemoteDetonator,Remote Detonator,
Plot.121,Can be used to detonate explosive charges once they have been set up on each of the five load-bearing pillars in Epione Lab.,
riggedMutagenD5,Rigged D5 Mutagen,
Plot.131,A pair of sealed cans of D5 mutagen electronically rigged to be cracked open sixty seconds after triggering.,
schematics.oldWorldFirearms,"Old World Firearms, by Mikhail Browning",
SchematicsBlueprint|schematicsoldworldfirearms.item,"""An unparalleled authoritative technical guide to firearms of the old world. Even though so much of the global information has been lost since the Descent, Mikhail Browning, Biocorp's most famous weapon scientist, has taken upon himself to compile as much technical information as possible into a single publication. The result is his magnum opus - a guide containing technical manuals and holograms for over 30000 firearms."" - Biocorp Publishing North",
SchematicsBlueprint|schematicspistolsandsubmachineguns.item,A publication containing technical information for contemporary and historical pistols and submachine guns. Issued by Biocorp Publishing South.,
SchematicsBlueprint|schematicsriflesandshotguns.item,A publication containing technical information for contemporary and historical rifles and shotguns. Issued by Biocorp Publishing South.,
SchematicsBlueprint|supersteelrefiningdata.item,"This drive contains data on a single technique of super steel refining. While not included here, it is implied that there are other known techniques developed by Biocorp and other supercorporations.",
SchematicsBlueprint|schematicsgrenadelaunchers.item,A publication containing technical manuals for contemporary and historical grenade launchers. Issued by Biocorp Publishing South.,
SchematicsBlueprint|schematicsmachineguns.item,A publication containing technical manuals for contemporary and historical machine guns. Issued by Biocorp Publishing South.,
schematics.pistolsSmgs,"Pistol and Submachine Gun Technical Manuals, by Hugo Thompson",
schematics.riflesShotguns,"Rifle and Shotgun Technical Manuals, by Eliphalet Wesson",
mordreInsigniaSpectre,Spectre Insignia,
plot.strangePowerCell,Strange Power Cell,
Plot.73,"Some sort of a power cell. It doesn't have the standard power connectors, however.",
plot.superSteelRefiningData,Super Steel Refining Data,
plot.tch_tRayEmitter,T-Ray Emitter,
Plot.83,This device emits electromagnetic waves with frequencies between two and three terahertz which can penetrate most solid walls and reflect from organic tissue - therefore creating real-time images of all living entities in the vicinity of the device.,
plot.trackerNecklace,Tracker-Emitter Necklace,
Plot.72,"This necklace is created to track a specific signal over long range, but due to the damage it suffered, it's only able to do so over short distances now. Also, the emitter part of the necklace is non-functional.",
coretechTrackingDevice,Coretech Tracking Device,
Plot.64,A device used to track down “tagged” Coretech employees.,
underrailExpressTicket,Underrail Express Ticket,
Plot.46|underrailexpressticket.item,"An Underrail Express ticket, valid for a single journey in both Lower and Upper Underrail trains, regardless of destination. Features a highly advanced security hologram that is nigh impossible to forge without specialized equipment and access to the master hologram, from which all others are replicated.",
Plot.46|underrailexpressticketforged.item,"A forged Underrail Express ticket, valid for a single journey in both Lower and Upper Underrail trains, regardless of destination. The forged security hologram should be indistinguishable from the original, but one can never be sure...",
underrailExpressTicket_forged,Forged Underrail Express Ticket,
plot.dc_uniTool,Universal Mechanics Tool Set,
Plot.UniversalTools,"This tool box contains all the standard mechanic tools one might need when working on Biocorp-produced mechanics. You can see some very strange tools inside, but the Icosidodecahedronal wrench has to take the prize for being the strangest.",
psiMentor.CryogenicBarrier,Psionic Mentor: Cryogenic Barrier,
Items.PsionicMentor|cryogenicbarrier.item,This device can be used to automatically teach yourself Cryogenic Barrier psi ability through cerebral imprinting.,
Items.PsionicMentor|cryokinesis.item,This device can be used to automatically teach yourself Cryokinesis psi ability through cerebral imprinting.,
Items.PsionicMentor|cryokineticorb.item,This device can be used to automatically teach yourself Cryokinetic Orb psi ability through cerebral imprinting.,
Items.PsionicMentor|cryoshield.item,This device can be used to automatically teach yourself Cryo-shield psi ability through cerebral imprinting.,
Items.PsionicMentor|cryostasis.item,This device can be used to automatically teach yourself Cryostasis psi ability through cerebral imprinting.,
Items.PsionicMentor|disruptivefield.item,This device can be used to automatically teach yourself Disruptive Field psi ability through cerebral imprinting.,
Items.PsionicMentor|electrokinesis.item,This device can be used to automatically teach yourself Electrokinesis psi ability through cerebral imprinting.,
Items.PsionicMentor|electrokineticimprint.item,This device can be used to automatically teach yourself Electrokinetic Imprint psi ability through cerebral imprinting.,
Items.PsionicMentor|enrage.item,This device can be used to automatically teach yourself Enrage psi ability through cerebral imprinting.,
Items.PsionicMentor|exothermicaura.item,This device can be used to automatically teach yourself Exothermic Aura psi ability through cerebral imprinting.,
Items.PsionicMentor|forceemission.item,This device can be used to automatically teach yourself Force Emission psi ability through cerebral imprinting.,
Items.PsionicMentor|forcefield.item,This device can be used to automatically teach yourself Force Field psi ability through cerebral imprinting.,
Items.PsionicMentor|frighten.item,This device can be used to automatically teach yourself Frighten psi ability through cerebral imprinting.,
Items.PsionicMentor|implosion.item,This device can be used to automatically teach yourself Implosion psi ability through cerebral imprinting.,
Items.PsionicMentor|mentalbreakdown.item,This device can be used to automatically teach yourself Mental Breakdown psi ability through cerebral imprinting.,
Items.PsionicMentor|motorcognitivetransference.item,This device can be used to automatically teach yourself Motor-cognitive Transference psi ability through cerebral imprinting.,
Items.PsionicMentor|neuraloverload.item,This device can be used to automatically teach yourself Neural Overload psi ability through cerebral imprinting.,
Items.PsionicMentor|neurovisualdisruption.item,This device can be used to automatically teach yourself Neurovisual Disruption psi ability through cerebral imprinting.,
Items.PsionicMentor|plasmabeam.item,This device can be used to automatically teach yourself Plasma Beam psi ability through cerebral imprinting.,
Items.PsionicMentor|pseudospatialprojection.item,This device can be used to automatically teach yourself Pseudo-spatial Projection psi ability through cerebral imprinting.,
Items.PsionicMentor|psicognitiveinterruption.item,This device can be used to automatically teach yourself Psi-cognitive Interruption psi ability through cerebral imprinting.,
Items.PsionicMentor|psychokineticchain.item,This device can be used to automatically teach yourself Psychokinetic Chain psi ability through cerebral imprinting.,
Items.PsionicMentor|psychosomaticpredation.item,This device can be used to automatically teach yourself Psychosomatic Predation psi ability through cerebral imprinting.,
Items.PsionicMentor|pyrokinesis.item,This device can be used to automatically teach yourself Pyrokinesis psi ability through cerebral imprinting.,
Items.PsionicMentor|pyrokineticstream.item,This device can be used to automatically teach yourself Pyrokinetic Stream psi ability through cerebral imprinting.,
Items.PsionicMentor|telekineticgrounding.item,This device can be used to automatically teach yourself Telekinetic Grounding psi ability through cerebral imprinting.,
Items.PsionicMentor|telekineticproxy.item,This device can be used to automatically teach yourself Telekinetic Proxy psi ability through cerebral imprinting.,
Items.PsionicMentor|telekineticpunch.item,This device can be used to automatically teach yourself Telekinetic Punch psi ability through cerebral imprinting.,
Items.PsionicMentor|thermodynamicdestabilization.item,This device can be used to automatically teach yourself Thermodynamic Destabilization psi ability through cerebral imprinting.,
Items.PsionicMentor|entropicrecurrence.item,This device can be used to automatically teach yourself Entropic Recurrence psi ability through cerebral imprinting.,
Items.PsionicMentor|limitedtemporalincrement.item,This device can be used to automatically teach yourself Limited Temporal Increment psi ability through cerebral imprinting.,
Items.PsionicMentor|precognition.item,This device can be used to automatically teach yourself Precognition psi ability through cerebral imprinting.,
Items.PsionicMentor|psychotemporalcontraction.item,This device can be used to automatically teach yourself Psycho-temporal Contraction psi ability through cerebral imprinting.,
Items.PsionicMentor|psychotemporaldilation.item,This device can be used to automatically teach yourself Psycho-temporal Dilation psi ability through cerebral imprinting.,
Items.PsionicMentor|stasis.item,This device can be used to automatically teach yourself Stasis psi ability through cerebral imprinting.,
Items.PsionicMentor|temporaldistorsion.item,This device can be used to automatically teach yourself Temporal Distortion psi ability through cerebral imprinting.,
Items.PsionicMentor|temporaryrewind.item,This device can be used to automatically teach yourself Temporary Rewind psi ability through cerebral imprinting.,
psiMentor.Cryokinesis,Psionic Mentor: Cryokinesis,
psiMentor.CryokineticOrb,Psionic Mentor: Cryokinetic Orb,
psiMentor.CryoShield,Psionic Mentor: Cryo-shield,
psiMentor.Cryostasis,Psionic Mentor: Cryostasis,
psiMentor.DisruptiveField,Psionic Mentor: Disruptive Field,
psiMentor.Electrokinesis,Psionic Mentor: Electrokinesis,
psiMentor.ElectrokineticImprint,Psionic Mentor: Electrokinetic Imprint,
psiMentor.Enrage,Psionic Mentor: Enrage,
psiMentor.ExothermicAura,Psionic Mentor: Exothermic Aura,
psiMentor.ForceEmission,Psionic Mentor: Force Emission,
psiMentor.ForceField,Psionic Mentor: Force Field,
psiMentor.Frighten,Psionic Mentor: Frighten,
psiMentor.Implosion,Psionic Mentor: Implosion,
psiMentor.MentalBreakdown,Psionic Mentor: Mental Breakdown,
psiMentor.MotorCognitiveTransference,Psionic Mentor: Motor-cognitive Transference,
psiMentor.NeuralOverload,Psionic Mentor: Neural Overload,
psiMentor.NeurovisualDisruption,Psionic Mentor: Neurovisual Disruption,
psiMentor.PlasmaBeam,Psionic Mentor: Plasma Beam,
psiMentor.PseudoSpatialProjection,Psionic Mentor: Pseudo-spatial Projection,
psiMentor.PsiCognitiveInterruption,Psionic Mentor: Psi-cognitive Interruption,
psiMentor.PsychokineticChain,Psionic Mentor: Psychokinetic Chain,
psiMentor.PsychosomaticPredation,Psionic Mentor: Psychosomatic Predation,
psiMentor.Pyrokinesis,Psionic Mentor: Pyrokinesis,
psiMentor.PyrokineticStream,Psionic Mentor: Pyrokinetic Stream,
psiMentor.TelekineticGrounding,Psionic Mentor: Telekinetic Grounding,
psiMentor.TelekineticProxy,Psionic Mentor: Telekinetic Proxy,
psiMentor.TelekineticPunch,Psionic Mentor: Telekinetic Punch,
psiMentor.ThermodynamicDestabilization,Psionic Mentor: Thermodynamic Destabilization,
acidBlobTrap1,Acid Blob Trap,
Explosives.80,Special chemical trap that entangles the victim in acidic sludge.,
acidBlobTrap2,Acid Blob Trap Mk II,
Explosives.81,Special chemical trap that entangles the victim in acidic sludge.,
acidBlobTrap3,Acid Blob Trap Mk III,
Explosives.82,Special chemical trap that entangles the victim in acidic sludge.,
trap.BearTrap,Bear Trap,
Explosives.90,A simple mechanical trap designed to wound and ensnare the victim.,
trap.blackDragonPoisonBearTrap,Black Dragon Poison Bear Trap,
Explosives.94,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with black dragon poison.",
trap.burrowerPoisonBearTrap,Burrower Poison Bear Trap,
Explosives.91,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with burrower poison.",
trap.caveEarPoisonBearTrap,Cave Ear Poison Bear Trap,
Explosives.92,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with cave ear poison.",
corrosiveAcidBlobTrap1,Corrosive Acid Blob Trap,
Explosives.160,Special chemical trap that entangles the victim in corrosive acidic sludge.,
corrosiveAcidBlobTrap2,Corrosive Acid Blob Trap Mk II,
Explosives.161,Special chemical trap that entangles the victim in corrosive acidic sludge.,
corrosiveAcidBlobTrap3,Corrosive Acid Blob Trap Mk III,
Explosives.162,Special chemical trap that entangles the victim in acidic sludge.,
trap.crawlerPoisonBearTrap,Crawler Poison Bear Trap,
Explosives.93,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with crawler poison.",
cryoliquidBlobTrap1,Cryoliquid Blob Trap,
Explosives.140,Special chemical trap that freezes the victim.,
cryoliquidBlobTrap2,Cryoliquid Blob Trap Mk II,
Explosives.141,Special chemical trap that freezes the victim.,
cryoliquidBlobTrap3,Cryoliquid Blob Trap Mk III,
Explosives.142,Special chemical trap that freezes the victim.,
empMine1,EMP Mine,
Explosives.70,"This mine discharges powerful electromagnetic pulse when triggered, damaging and disabling electronic equipment.",
empMine2,EMP Mine Mk II,
Explosives.71,"This mine discharges powerful electromagnetic pulse when triggered, damaging and disabling electronic equipment.",
empMine3,EMP Mine Mk III,
Explosives.72,"This mine discharges powerful electromagnetic pulse when triggered, damaging and disabling electronic equipment.",
fragMine1,Frag Mine,
Explosives.50,This anti-personnel mine is designed to disperse shrapnel upon detonating.,
fragMine2,Frag Mine Mk II,
Explosives.51,This anti-personnel mine is designed to disperse shrapnel upon detonating.,
fragMine3,Frag Mine Mk III,
Explosives.52,This anti-personnel mine is designed to disperse shrapnel upon detonating.,
fragMine4,Frag Mine Mk IV,
Explosives.53,This anti-personnel mine is designed to disperse shrapnel upon detonating.,
fragMine5,Frag Mine Mk V,
Explosives.54,This anti-personnel mine is designed to disperse shrapnel upon detonating.,
heMine1,HE Mine,
Explosives.60,"High-explosive mine delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heMine2,HE Mine Mk II,
Explosives.61,"High-explosive mine delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heMine3,HE Mine Mk III,
Explosives.62,"High-explosive mine delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heMine4,HE Mine Mk IV,
Explosives.63,"High-explosive mine delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heMine5,HE Mine Mk V,
Explosives.64,"High-explosive mine delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
trap.HopperTrap,Hopper Trap,
Explosives.180,"A simple mechanical trap designed to ensnare small animals, such as cave hoppers.",
incendiaryBlobTrap1,Incendiary Blob Trap,
Explosives.150,Special chemical trap that sets the target on fire.,
incendiaryBlobTrap2,Incendiary Blob Trap Mk II,
Explosives.151,Special chemical trap that sets the target on fire.,
incendiaryBlobTrap3,Incendiary Blob Trap Mk III,
Explosives.152,Special chemical trap that sets the target on fire.,
trap.spiritPoisonBearTrap,Spirit Poison Bear Trap,
Explosives.95,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with spirit poison.",
Weapon.AK,"Though of modest appearance, this old world rifle is basically indestructible.",
wep.ak_rf,Refurbished AKX,
Weapon.AK_rf,"Though of modest appearance, this old world rifle is basically indestructible. Unfortunately, the impression of historic ruggedness and perseverance seems to have been diminished by its refurbishment.",
Weapon.AWF,A quaint old world bolt-action sniper rifle.,
wep.awf_rf,Refurbished AFW,
Weapon.AWF_rf,A quaint old world bolt-action sniper rifle with a bipod.,
wep.balorsHammer,Balor's Hammer,
Weapon.BalorsHammer,"Due to its extreme weight this sledgehammer is almost completely unwieldy in combat, except for those endowed with demonic strength.",
wep.beretta99,Bieretta 99,
Weapon.Beretta99,This old world 5mm handgun traded some of its firepower for more rapid firing rate.,
wep.beretta99_rf,Refurbished Bieretta 99,
Weapon.Beretta99_rf,This old world 5mm handgun traded some of its firepower for more rapid firing rate. Has a silencer attached to it and features an extended magazine.,
wep.blackArrow,Black Arrow,
Weapon.BlackArrow,A loud and powerful old world 12.7mm anti-materiel sniper rifle. Capable of piercing multiple targets.,
wep.blackArrow_rf,Refurbished Black Arrow,
Weapon.BlackArrow_rf,A loud and powerful old world 12.7mm anti-materiel sniper rifle. Capable of piercing multiple targets.,
blackDragonPoisonThrowingKnife,Black Dragon Poison Throwing Knife,
BlackDragonPoisonThrowingKnife,This knife is specially designed and weighted so that it can be thrown effectively. It has been coated with black dragon poison.,
boningKnife,Boning Knife,
wep.boxingGloves,Boxing Gloves,
Weapon.BoxingGloves,A pair of boxing gloves.,
wep.brassKnuckles,Brass Knuckles,
Weapon.BrassKnuckles,"More pain for them, less for you.",
burrowerPoisonThrowingKnife,Burrower Poison Throwing Knife,
BurrowerPoisonThrowingKnife,This knife is specially designed and weighted so that it can be thrown effectively. It has been coated with burrower poison.,
wep.bcleaver,Butcher's Cleaver,
Weapon.ButchersCleaver,"An old rusty cleaver, baked in gore and human suffering.",
caveEarPoisonThrowingKnife,Cave Ear Poison Throwing Knife,
CaveEarPoisonThrowingKnife,This knife is specially designed and weighted so that it can be thrown effectively. It has been coated with cave ear poison.,
crawlerPoisonThrowingKnife,Crawler Poison Throwing Knife,
CrawlerPoisonThrowingKnife,This knife is specially designed and weighted so that it can be thrown effectively. It has been coated with crawler poison.,
wep.cz99,ZC 99,
Weapon.CZ99,A hefty old world 9mm handgun.,
wep.cz99_rf,Refurbished ZC 99,
Weapon.CZ99_rf,A hefty old world 9mm handgun.,
Weapon.Dehumanizer,You can barely make out the words inscribed on the red blade of this wicked old knife: Homo Homini Lupus.,
wep.desertEagle,Wasteland Hawk,
Weapon.DesertEagle,Powerful old world .44 caliber pistol.,
wep.desertEagle_rf,Refurbished Wasteland Hawk,
Weapon.DesertEagle_rf,Powerful old world .44 caliber pistol.,
Weapon.SVD,"Dragunov is an old style sniper rifle. It's reliable, durable and has a high rate of fire.",
wep.dragunov_rf,Refurbished Dragunov,
Weapon.SVD_rf,"Dragunov is an old style sniper rifle. It's reliable, durable and has a high rate of fire.",
wep.fn2500,NF F2500,
Weapon.F2500,A compact old world 7.62mm assault rifle with high burst precision and rate of fire.,
wep.fn2500_rf,Refurbished NF F2500,
Weapon.F2500_rf,A compact old world 7.62mm assault rifle with high burst precision and rate of fire.,
Weapon.Firebrand,"A delightfully devious tool forged for entertainment and punishment. It has a multi-tailed metallic whip on one end, and a branding iron on the other.",
wep.glock17,Glück 17,
Weapon.Glock17,"Quick, reliable and precise old world 9mm pistol made of synthetic polymer. Capable of burst fire.",
wep.glock17_rf,Refurbished Glück 17,
Weapon.Glock17_rf,"Quick, reliable and precise old world 9mm pistol made of synthetic polymer. Capable of burst fire, and has an extended magazine.",
wep.hk416,K&H KH416,
Weapon.HK416,This old world 5mm assault rifle combines high rate of fire with additional precision.,
wep.hk416_rf,Refurbished K&H KH416,
Weapon.HK416_rf,This old world 5mm assault rifle combines high rate of fire with additional precision. Has a forward grip and a scope attached to it.,
Weapon.Jackknife,"Pocket knives are versatile tools, and may be used for anything from opening locks to slicing throats.",
wep.knifeThrowerGloves,Knife Thrower's Gloves,
Weapon.KnifeThrowingGlove,A pair of special leather gloves used for professional knife throwing.,
Weapon.Kukri,Long inwardly curved knife. Surprisingly good at lopping things off.,
plot.leosKnife,Bone Handle Knife,
Plot.97,"This knife's handle is made from bone and covered with a layer of epoxy which still seems in near-pristine condition, unlike the blade scratched from use and numerous sharpenings. It also feels a bit heavier than other knives you've held.",
Weapon.LuckyKnife|luckyknife.item,Kohlmeier's Lucky Knife,
Weapon.LuckyKnife|luckyknife.item,This is an old but well-made knife. The many scratches on the blade's surface suggest that it has seen a lot of action in its life.,
Weapon.M16,A fine old world 5mm assault rifle.,
wep.m16_rf,Refurbished N16,
Weapon.M16_rf,A fine old world 5mm assault rifle.,
wep.magnum,W&S .44 Magnum,
Weapon.Magnum,A beautiful .44 caliber old world revolver.,
wep.magnum_rf,Refurbished W&S .44 Magnum,
Weapon.Magnum_rf,A beautiful .44 caliber old world revolver.,
wep.mindCracker,Mind Cracker,
Weapon.MindCracker,"The head of this strange sledgehammer doesn't seem to be made from any type of metal, and it's filled with some kind of viscous glowing liquid. Staring at it for too long makes your head hurt.",
weapon.mp5,K&H MP6,
Weapon.MP5,It's an old world 9mm sub-machine gun. It's reliable and precise even during prolonged bursts.,
weapon.mp5_rf,Refurbished K&H MP6,
Weapon.MP5_rf,It's an old world 9mm sub-machine gun. It's reliable and precise even during prolonged bursts.,
Weapon.Needler,"Though not particularly heavy, this metal crossbow is very long and unwieldy. It has a powerful string that, if stretched far back over its large frame, could fire devastating shots.",
wep.p90,NF R90,
Weapon.P90,A compact old world 5mm sub-machine gun with high magazine capacity.,
wep.p90_rf,Refurbished NF R90,
Weapon.P90_rf,A compact old world 5mm sub-machine gun with high magazine capacity.,
wep.phaseGun,Phase Gun,
Weapon.PhaseGun,A rare phase technology energy pistol useful for quickly burning through defensive energy shields. Legend has it that there are also large canons equipped with this technology that were used back in the day to bust through powerful energy barriers protecting technologically advanced communities.,
pMutantBladeClaw,Bladed Claw,
Weapon.MutantClaw.Fast,"Your arm has been badly burnt, almost beyond recognition, and tough carapace-like crust now covers most of it, steadily getting thicker towards the tip of the claw.",
pMutantBladeClawFire,Heated Claw,
Weapon.MutantClaw.Fast.Fire,"Your arm has been badly burnt, almost beyond recognition, and tough carapace-like crust now covers most of it, steadily getting thicker towards the tip of the claw.",
pMutantHugeClaw,Huge Claw,
Weapon.MutantClaw.Huge,"Your arm has been badly burnt, almost beyond recognition, and tough carapace-like crust now covers most of it, steadily getting thicker towards the tip of the claw.",
pMutantHugeClawFrost,Iced Claw,
Weapon.MutantClaw.Huge.Frost,"Your arm has been badly burnt, almost beyond recognition, and tough carapace-like crust now covers most of it, steadily getting thicker towards the tip of the claw.",
wep.powerFist,Power Fist,
Weapon.PowerFist,A high-tech combat glove equipped with both electroshock emitters and a pneumatic hammer.,
Weapon.Quake,"The head of this hammer vibrates forcefully when swung, yet luckily little of it can be felt through the handle. Were it otherwise, the wielder would quickly develop vibration-induced injuries.",
Weapon.Jawbone,"A massive crossbow fashioned from a rathound's lower jaw. It has a high draw weight yet no cocking mechanism, so drawing the string requires quite a bit of physical effort.",
remoteControlEnergizerGlove,Remote Control Energizer Glove,
Weapon.RemoteControlEngergizerGlove,"This highly sophisticated multipurpose electronic gadget-glove comes with a set of wires from the finger roots. These cables can be connected to all battery ran devices of the wearer, and then charged simultaneously, whenever a physical contact with another source of electrical power is made. Without its originally designated user, the glove's remote control capabilities are lost, but it has retained certain features that can help in various engineering activities.",
wep.rippersGlove,Ripper's Glove,
Weapon.RippersGlove,Fingertips of this glove are lined with wicked talons designed specifically to tear skin and rip flesh.,
rollingPin,Rolling Pin,
Weapon.RollingPin,This is a heavy metal rolling pin. Can be used for flattening both dough and skulls. And it's non-stick.,
Weapon.Shiv,A crude improvised knife. A common tool in gang and prison politics.,
shockShuriken,Shock Shuriken,
Weapon.ShockShuriken,"While not particularly sharp, these have micro electroshock dischargers attached to them which can give the victim quite a shock.",
wep.sigMPX,Syg MPX,
