Variable,Original,Translation
ldstr.0a0f07b2bb0831919abe2934402432a9,"Burrowers, can't live with them - 'cause they'll butcher us all!","Excavadores, ni contigo ni sin ti - ¡porque nos van a masacrar a todos!"
attr.c134fae30efdd1105b52a457a4bddac2,Burst,Ráfaga
ldstr.c134fae30efdd1105b52a457a4bddac2,Burst,Ráfaga
ldstr.919adcdac0ceadd02c642cb65cb3241b,Burst Wind Up: ,Preparación de ráfaga: 
ldstr.fb5e042e92985d1c20f4e2207b73d9fb,Burst precision: ,Precisión de ráfaga: 
ldstr.c65a44b8056539996879bf038b83e296,Burst shots: ,Disparos de ráfaga: 
ldstr.f647f82f87e684bca5b01aaeb6260c7e,Burst shots: +,Disparos de ráfaga: +
ldstr.267347b2566233b014727cd5bd760a7f,Buster,Destructor
ldstr.cf3645248d2b46a949f7fd40d19bdcef,But I see now that he will not dare face us.,Pero ahora veo que no se atreverá a enfrentarse a nosotros.
ldstr.613a31ac8d154e46ce5fa837e82d26db,But I'm feeling pretty sober now.,Pero ahora me siento bastante sobrio.
ldstr.43b0c45dbca50525318c230afa3f0088,"But as tensions within the Grim Jetters mounted up and threatened to tear the crew apart, which it later did, this duo of contrasting heights had to leave the Black Sea.","Pero cuando las tensiones dentro de los Grim Jetters aumentaron y amenazaron con destrozar a la tripulación, como luego ocurrió, este dúo de alturas contrastadas tuvo que abandonar el Mar Negro."
ldstr.e0e122e6638eb58deb43118ed9af9fd5,"But despite winning the battle and fulfilling their duty, you decided they shouldn't be left alive.","Pero a pesar de ganar la batalla y cumplir con su deber, decidiste que no debían quedar con vida."
ldstr.fce57c1737a4fbf649c585fe72f237b3,"But despite your assistance, the battle - and the war - have been lost, as were the cognator's sanity and his troops' lives.","Pero a pesar de tu ayuda, la batalla - y la guerra - se han perdido, al igual que la cordura del cognator y las vidas de sus tropas."
ldstr.78dc21558ad0d6dfddc60e688370407f,"But despite your assistance, the battle - and the war - have been lost. With the cognator's psyche having been shattered by this ordeal, putting him out of his misery was the least you could've done.","Pero a pesar de tu ayuda, la batalla - y la guerra - se han perdido. Con la psique del cognator hecha añicos por esta terrible experiencia, acabar con su sufrimiento era lo menos que podías hacer."
ldstr.94e007e6b23f3c9eb26498f0324031c4,But neither could the Free Drones push their advantage further as most of their plans were being foiled by Protectorate's special forces.,"Pero tampoco los Drones Libres pudieron aprovechar más su ventaja, ya que la mayoría de sus planes fueron frustrados por las fuerzas especiales del Protectorado."
ldstr.a64f5325a6926269ec7cfb88697ada4f,"But now, we're about to see our good ol' Bull's Eye fight one of our young bloodthirsty challengers.","Pero ahora, estamos a punto de ver a nuestro buen viejo Ojo de Buey luchar contra uno de nuestros jóvenes y sedientos de sangre contendientes."
ldstr.86cb9bec26fc1793179ddf10606b39f2,But rest assured we'll deal with those as soon as possible; your bloodthirsty needs must be satisfied! ::Laughs.::,Pero tened por seguro que nos encargaremos de ellos lo antes posible; ¡vuestras necesidades sanguinarias deben ser satisfechas! ::Ríe.::
ldstr.8b9ad575f1b86e75b03d20ba9e14255d,"But since there was no longer a war to wage, life became just that much more peaceful.","Pero como ya no había guerra que librar, la vida se volvió mucho más pacífica."
ldstr.e3ba1f125f3d9bde15a4d28981f6e05b,"But that's why you're all here, you bloodthirsty maniacs.","Pero por eso estáis todos aquí, vosotros, maníacos sedientos de sangre."
ldstr.378d554d49a45e653786bea2c92be617,But the Glowing Canine not only marked a spot which they never went beyond but one they never even dared approach.,"Pero el Canino Resplandeciente no solo marcó un punto que nunca sobrepasaron, sino uno al que ni siquiera se atrevieron a acercarse."
ldstr.acea58bf837e0f114d7f24c376c78b15,"But the situation stabilized eventually, and the camp was no longer under the threat of eradication. This allowed Aegis Incorporated teams and research staff to slowly gain access to various facilities scattered across the Black Sea. After recovering what they could before running out of resources, it was time to bring the expedition to an end.","Pero la situación se estabilizó con el tiempo y el campamento ya no corría peligro de ser erradicado. Esto permitió a los equipos de Aegis Incorporated y al personal de investigación acceder lentamente a diversas instalaciones dispersas por el Mar Negro. Tras recuperar lo que pudieron antes de quedarse sin recursos, llegó el momento de poner fin a la expedición."
ldstr.b7eff7d732ad8708528dc168b0fdcdbe,But then it all comes back. It never becomes a misty part of your past - like most other things - but remains clear in the intermittent present.,"Pero entonces todo vuelve. Nunca se convierte en una parte nebulosa de tu pasado, como la mayoría de las cosas, sino que permanece claro en el presente intermitente."
ldstr.d4ef3f0856652abaffee41c9b47df60c,But they held.,Pero resistieron.
ldstr.fc7184158bcd6968c6dde3aa7c9d3252,"But they never saw the Acorn. Realizing that it was time to leave, they gathered what they could and managed to sail out of the Black Sea safely and for good.","Pero nunca vieron la Bellota. Dándose cuenta de que era hora de irse, reunieron lo que pudieron y lograron zarpar del Mar Negro sanos y salvos para siempre."
ldstr.4fd66f15dbb7977dadb2ea8fb135c778,"But this just goes to prove the old proverb that it's not about the size of a rat in the fight, but the size of the fight in a rat.","Pero esto solo sirve para demostrar el viejo proverbio de que no importa el tamaño de la rata en la pelea, sino el tamaño de la pelea en la rata."
ldstr.4e65c042ee740f2a1c406e4596371acd,"But this will not stop the four of you. Adamant to accomplish what all of the muties sought. Led by Juraj, it is the four of you who start restoring the camp, making out of it the salvation it was promised to be.","Pero esto no os detendrá a vosotros cuatro. Decididos a lograr lo que todos los mutantes buscaban. Liderados por Juraj, sois vosotros cuatro quienes comenzáis a restaurar el campamento, convirtiéndolo en la salvación que se prometió que sería."
ldstr.cb6237c518e96e6496fd8eb6da0c9753,"But wait, there's more! Our last match for today is going to be the most shocking one!","Pero esperad, ¡hay más! ¡Nuestro último combate de hoy va a ser el más impactante!"
ldstr.490ec0bb0e06b9ce18534a010807140c,But we're finally here!,¡Pero finalmente estamos aquí!
ldstr.773e6f122a624d868da7ced00a37d5e7,"But you, you are a worthy opponent for Carnifex. Do *not* disappoint me, ","Pero tú, tú eres un oponente digno para Carnifex. *No* me decepciones,"
ldstr.eeb5e9fb7537c5b7235c67bbc32fd2ec,"But, alas, we have not eaten for a while so we must make do.","Pero, por desgracia, llevamos un tiempo sin comer, así que debemos conformarnos."
ldstr.c8884ece8526889a5e9cb7db6ff9ce76,"But, do you know who else loves blood and gore?","Pero, ¿sabes a quién más le encanta la sangre y la casquería?"
ldstr.573af798aa9808b0b35559d44254ac92,"But, will our young gladiator's limbs remain attached after this fight?","Pero, ¿permanecerán unidas las extremidades de nuestro joven gladiador después de esta pelea?"
ldstr.014ed0e308bc028351aac85d96956cf6,But... what is this?,Pero... ¿qué es esto?
ldstr.da2f297b9fe651ecccf2c7f15a826cdd,But... who am I to blame... but her...?,Pero... ¿a quién debo culpar...? ¿A ella...?
ldstr.83882de81950799bb1e033c7feffe2a5,Butcher,Carnicero
ldstr.87b7760f14fbff78d8819291f36ab9a0,Button,Botón
ldstr.7fd0bf7b8b738a01734f8473c2b25867,Buuuuuuuuuuuuuuuuuuuuuurn!,¡Fuuuuuuuuuuuuuuuuuuuuuuego!
ldstr.89e21eb9f5e049fe2e2b15403a766046,Buzzsaw,Sierra circular
ldstr.b4e00d6165c8c5ccb3699304b6fbbb07,By d' sea - ,Po' el mar -
ldstr.6d46f8e2c1c5b96b6b7e7d2cb5cc9830,Bypasses {0}% of target's energy shield.,Evita el {0}% del escudo de energía del objetivo.
ldstr.ae1eb3d8567555a5d2dd21fa064ba24c,"C'mon, do your thing.","Venga, haz lo tuyo."
ldstr.7d017fba4383ac1f06dfa8ed1cd00b4e,"C'mon, gimme something good!","¡Venga, dame algo bueno!"
ldstr.35e5b22f311f73919693ce75047f58ab,CTRL + Mouse Scroll Up,CTRL + Rueda del ratón hacia arriba
ldstr.5c09a30f8d59c5b6d3879b22a3ef59e8,CTRL+Mouse Scroll Down,CTRL+Rueda del ratón hacia abajo
ldstr.4f8a5538cb31ba151d6d0724ab545d19,Caltrops,Abrojos
ldstr.7c4fbc7564970f2b62d055f9b75c1a41,Cam,Cam
ldstr.967d35e40f3f95b1f538bd248640bf3b,Camera,Cámara
ldstr.264121562ca5c80729263f7ce209bdcb,Camp Hathor,Campamento Hathor
ldstr.99537218ad90c307b6d8267449718690,Camp Hathor - Beck's Expedition,Campamento Hathor - Expedición de Beck
ldstr.67d036d54984cdcfa6cbaa77b2a26cd0,Camp Hathor - Edgar's Expedition,Campamento Hathor - Expedición de Edgar
ldstr.533cc355bc6f0b4fdb8d9a3a73e6271f,Camp Hathor - Sarine,Campamento Hathor - Sarine
ldstr.a73d89f7c1eda031f0f76c0217ac8330,Campfire,Hoguera
ldstr.4c7d3c92c7d4104d17b23827a6ee61b2,Can apply up to {0} poison coatings at once,Puede aplicar hasta {0} recubrimientos de veneno a la vez
ldstr.c8557719a476ebc0e4b77b9e73971a66,Can be disassembled.,Se puede desmontar.
ldstr.968a80b18ad29616e0775091a1139666,Can he jump to his death...,¿Puede saltar a su muerte...?
ldstr.63a158aa0dd1606920f95c7c725c8285,Can she jump to her death...,¿Puede saltar a su muerte...?
ldstr.aa6350fa357200bd91421d3573e7fb21,Can't carry that much.,No puedes llevar tanto peso.
ldstr.0e714045e70de0aa5687638a2d0b0fcc,Can't say if I'm more amazed by the assembly process or by you daring to be a part of it.,No sé si me sorprende más el proceso de ensamblaje o que te atrevas a formar parte de él.
ldstr.e4bbde02e47ded9a7d2672f6ddbad8fb,Can't touch this...,No puedes tocar esto...
ldstr.ea4788705e6873b424c65e91c2846b19,Cancel,Cancelar
ldstr.1fe02b52bc99d6bcd952ea4f0b38bb58,Cancel character generation and return to main menu?,¿Cancelar la creación del personaje y volver al menú principal?
ldstr.4feef9868a5b9b842afc37f258c5b829,Cancel leveling up?,¿Cancelar la subida de nivel?
ldstr.a149e85a44aeec9140e92733d9ed694e,Cancelled,Cancelado
ldstr.80e7f59f606d807c58b36251af94b731,Candidate feat array was empty. FeatRequirement requires at least one candidate feat.,El array de dotes candidatas estaba vacío. FeatRequirement requiere al menos una dote candidata.
ldstr.a0eae4ac4164293824e6d5c512524f5f,Candidate skill array was empty. SkillRequirement requires at least one candidate skill.,El array de habilidades candidatas estaba vacío. SkillRequirement requiere al menos una habilidad candidata.
ldstr.3d3808924ace83d38d109c2b5108dba0,Cannibals,Caníbales
ldstr.208b8cd375b765c75a8d589d564fc006,Cannot attach bipod to this rifle,No se puede acoplar el bípode a este rifle
ldstr.a401cc5bf12e883097202f257840153e,Cannot be sold.,No se puede vender.
ldstr.ca072ed00898ff0b2096c5af2e5bdd2b,Cannot be {0} in combat,No se puede {0} en combate
ldstr.14eba502fa56a4250c8c8e9ef62f9c00,Cannot combine different types of scrap.,No se pueden combinar diferentes tipos de chatarra.
ldstr.d8ac36f588359a22b48511f19b510140,Cannot create ammunition from that chemical.,No se puede crear munición a partir de ese químico.
ldstr.44898669c71fbf54c6f8eb33a592bdfb,Cannot critically hit with weapons or unarmed attacks.,No puede realizar golpes críticos con armas o ataques sin armas.
ldstr.4cebfb320a862c55ce6b21e51ba89ab6,Cannot decode data model symbol ',No se puede decodificar el símbolo del modelo de datos '
ldstr.6d4d010ff91bc4df9feed8439719f845,Cannot end combat at this time.,No se puede finalizar el combate en este momento.
ldstr.cdde594852a2d803ba3a3575b1009082,Cannot extract anything from that.,No se puede extraer nada de eso.
ldstr.1c9c4dd6a8d5d08f440b8490adf3ddc8,Cannot find opposite orientation. Returning the default one.,No se puede encontrar la orientación opuesta. Devolviendo la predeterminada.
ldstr.5b17ade107cb97e466a3e2a133af3adb,"Cannot fire single shots, but only burst.","No se pueden realizar disparos únicos, solo ráfagas."
ldstr.1c56fe86a397b9a7f89278786c9f642c,Cannot have more than {0} psi slots,No puede tener más de {0} ranuras psíquicas
ldstr.83689f795f0846a7e790369be09d5531,Cannot initiate dialog while in combat.,No se puede iniciar un diálogo en combate.
ldstr.390d7ecf22ad5b2b8944d3d053b27ec6,Cannot initiate turn based combat again manually so soon.,No se puede iniciar de nuevo el combate por turnos manualmente tan pronto.
ldstr.f6b18221f7d06429be12867b3dc5e644,Cannot innervate while in combat mode.,No se puede inervar en modo de combate.
ldstr.27d6fc1853d37daa525b3831bec7c0c7,Cannot interact with this object during combat.,No se puede interactuar con este objeto durante el combate.
ldstr.de59d3f24e0dafb8171973e40db948db,Cannot jump the ramp while towing.,No se puede saltar la rampa remolcando.
ldstr.aae232d2d1cfbdbc84a5b6bf15955974,Cannot use that chemical.,No se puede usar ese químico.
ldstr.1aaa513352dfd56b7bbe1f13ee083440,Cannot use that material.,No se puede usar ese material.
ldstr.ffea93d0c94e181eada5db60aad1da58,Cannot use two enhancement of the same type.,No se pueden usar dos mejoras del mismo tipo.
ldstr.c6b049e36e1846d81270d146c78c5a57,Cannot use two enhancements of the same type.,No se pueden usar dos mejoras del mismo tipo.
ldstr.571ae058b2a3e47f668d24526f709a16,Cannot wield two-handed weapons,No puede empuñar armas de dos manos
ldstr.fa97f6975c9b94a252d204cd22159ff4,Capability,Capacidad
ldstr.b83d33bf6f22fa691f2a98d56c97636a,Capacitative Sheet,Lámina capacitativa
ldstr.f2b00b9e4a462ab3f2e1c97495e8bb3f,Capacitor,Condensador
attr.f2b00b9e4a462ab3f2e1c97495e8bb3f,Capacitor,Condensador
ldstr.3b8f7696879f77dfc8c74aa8df8db24b,Capacity,Capacidad
ldstr.4880c0f12c06dd6d142e7a40b041bf1a,Capsule,Cápsula
ldstr.bc9d8ff48a9f3679ea9e4b2ca69b535b,Captain,Capitán
ldstr.ac9bbe92edfc58966d97754a2a7f3105,Captain Blackwall at Epione Lab wants you to investigate the surrounding areas and report your findings to him.,El capitán Blackwall en el Laboratorio Epione quiere que investigues los alrededores e informes de tus hallazgos.
ldstr.33e28abae97e082553028f4d5919e5d8,"Captain Grim wants you to discover what knowledge and loot lie in the sequestered facilities of the Black Sea and report your findings to him. You are left entirely to your own devices, so stay sharp and be on the lookout for any clues which could help you.","El capitán Grim quiere que descubras qué conocimiento y botín se encuentran en las instalaciones aisladas del Mar Negro e informes de tus hallazgos. Te deja completamente a tu aire, así que mantente alerta y busca cualquier pista que pueda ayudarte."
ldstr.87ef88b381b520afb1224592785c8a96,"Captain Grim wants you to talk to Razor. He can be found at Port Crag, just northeast from Port Ceto.","El capitán Grim quiere que hables con Razor. Puedes encontrarlo en Puerto Crag, justo al noreste de Puerto Ceto."
ldstr.dec84e97cc023a848f42594ff648cd6f,Captain Herve is being impatient about the arrival of the recovered supplies. He asked you to go back to South Railroad Outpost and learn when the supplies will be leaving for Rail Crossing.,El capitán Herve está impaciente por la llegada de los suministros recuperados. Te ha pedido que vuelvas al puesto avanzado del ferrocarril sur y averigües cuándo saldrán los suministros hacia Rail Crossing.
ldstr.d50e6fb130291ba8cfcba54f888acb1d,"Captain Herve wants you to get rid of the Faceless, one way or another.","El capitán Herve quiere que te deshagas de los Sin Rostro, de una forma u otra."
ldstr.482de984cb16940991ff0b45b23c221c,"Captain Herve wants you to help him find out what happened with a Protectorate train that was expected to bring supplies to Rail Crossing, but never arrived. The train was supposed to set off from South Railroad Outpost.","El capitán Herve quiere que le ayudes a averiguar qué ha pasado con un tren del Protectorado que se esperaba que trajera suministros a Rail Crossing, pero que nunca llegó. Se suponía que el tren saldría del puesto avanzado del ferrocarril sur."
ldstr.38c884705d1542595ba42d2cac5e3e96,"Captain Herve wants you to save Buzzer, who he believes is being held prisoner in his shop.","El capitán Herve quiere que rescates a Buzzer, que cree que está prisionero en su tienda."
ldstr.dc081ca48ae5fd21e043dba9862ad888,"Captain Mareth sent you to find at least two cans of mutagen which is to be used against the Free Drones. He mentioned a facility that might have it, but doesn't know its location, other than it's in the cave system north of Rail Crossing.","El capitán Mareth te ha enviado a buscar al menos dos latas de mutágeno que se utilizarán contra los Drones Libres. Te ha mencionado una instalación que podría tenerlo, pero no sabe su ubicación, aparte de que está en el sistema de cuevas al norte de Rail Crossing."
ldstr.03a9de9ca2bc8bd58fb0627e09e647fa,"Captain Mareth told you to find someone in Fort Apogee that will rig the mutagen cans to release the gas with a delay. Afterwards, you are to find the entrance to under-passages, just south of Rail Crossing and link up with CAU.","El capitán Mareth te ha dicho que encuentres a alguien en Fuerte Apogee que pueda preparar las latas de mutágeno para que liberen el gas con un retardo. Después, debes encontrar la entrada a los pasajes subterráneos, justo al sur de Rail Crossing, y contactar con la UAC."
ldstr.44a50f07b4bdc57740901280f9eddaf5,Capture,Capturar
ldstr.ee101656cdd8a041db0e498bde8ad82a,Capture failed!,¡Captura fallida!
ldstr.75b804e63c3ae89fa28c1e311d56efa4,Capture three cave hoppers for Big Bret.,Captura tres saltacuevas para Big Bret.
ldstr.62411b76d12a4ad116da05c356ff9bf3,Capturing,Capturando
ldstr.af5433bdcb9d79635dd15828ac685cea,Cardboard Container,Contenedor de cartón
ldstr.75deb6bdf954318e2dba67a27c39b27b,Carina,Carina
ldstr.06e7666a6d66477e48849ad9474f45d4,Carnifex is... he is dead. The greatest gladiator is dead.,Carnifex está... está muerto. El gladiador más grande está muerto.
ldstr.9f52dcf514571c7328ed2f0fdeaa5870,Carrier vest,Chaleco portador
ldstr.38d162471514b42fc634d119f17d655f,Carry capacity decreased by {0},Capacidad de carga disminuida en {0}
ldstr.14a56a06960dd2d5410da12c371dadab,Carry capacity increased by {0},Capacidad de carga aumentada en {0}
ldstr.24770abfae60fdd99ec0cd4dfc3c1704,Carter,Carter
ldstr.f7e70cb76e9d863db363cc086fd82077,Carved Up,Descuartizado
ldstr.a031213e2994bcd023d6c3e8088e2061,"Carves up a living target for {1}, reducing its action points by {2} and increasing the chance the target will get critically hit by {3}%. Stacks {4} times.","Descuartiza a un objetivo vivo por {1}, reduciendo sus puntos de acción en {2} y aumentando la probabilidad de que el objetivo reciba un golpe crítico en un {3}%. Se acumula {4} veces."
ldstr.bce882c7d3b0fc3eeaa940d202da025b,Cassiopeia,Cassiopeia
ldstr.5a768c3ce516813d11b6bc576f8c8f44,Cast your mind - and prepare to transform!,¡Concentra tu mente y prepárate para transformarte!
ldstr.a8bf49490e9353197394076822a3fb71,Cast your mind and follow the lines - intersecting! Their sharp angles - directing!,¡Concentra tu mente y sigue las líneas - que se cruzan! ¡Sus ángulos agudos - que dirigen!
ldstr.2ac8446843e722e74a78b0521ae568e6,Caster,Lanzador
ldstr.fa3ebd6742c360b2d9652b7f78d9bd7d,Cat,Gato
ldstr.d6f045c424791dce0fee8bca867aabc9,Cat Laser,Láser de gato
ldstr.6c32821f578eef162b70099bcabb9542,Causes ,Causa
ldstr.f6dab4e0f1410b2c2c75cdad8b224b4c,Causes a living target to panic for up to {0}.,Causa pánico a un objetivo vivo hasta {0}.
ldstr.87fc0b2096e64392380e0740ef883698,Causes an explosion that inflicts {0} and {1} damage to the target and all adjacent targets.,Causa una explosión que inflige {0} y {1} de daño al objetivo y a todos los objetivos adyacentes.
ldstr.70533e9bdb6ee50cb5e9a1b5218de264,Cave Door,Puerta de cueva
ldstr.cdd9690b08f26715ae382280f812471d,Cave Ear Poison,Veneno de oreja de cueva
ldstr.466ade8eebdfcfc4864cceb8283340ff,Cave Ear Poison Bear Trap,Trampa para osos con veneno de oreja de cueva
ldstr.3c3ddc6f2791bec501f9e5f1f9700524,Caves - Milton,Cuevas - Milton
ldstr.be3db2dcc77e880638ee95cdee30bf10,Cavity,Cavidad
ldstr.415e6123da96374dfe8b068f2b3ccdef,Celestial Nostalgia,Nostalgia Celestial
ldstr.87ac09823266d0fb70e66524f0c43577,Centaurus,Centaurus
ldstr.6e20010082c8c60e224ce2013e967ab3,Center on Player,Centrar en el jugador
ldstr.ae5c98935756b29a1e7485497bddc130,Cepheus,Cepheus
ldstr.2b0e8137b129853e68a49b538afe9c60,Cerebral Acidization,Acidificación cerebral
attr.93ee6e6908fb61fb581a0e961b5875b1,Cerebral Trauma,Trauma cerebral
ldstr.93ee6e6908fb61fb581a0e961b5875b1,Cerebral Trauma,Trauma cerebral
ldstr.efdfb6e3db424cfa92aa4288a97ed235,Cerebral Trauma: Damage,Trauma cerebral: Daño
ldstr.7ec9a9d2c387418bc0c165ffe6d5d6fd,Cerebral Trauma: Psi Reduction,Trauma cerebral: Reducción de psique
ldstr.c85fd0de6f1029b982af060f9c13dc12,Cerebral acidization,Acidificación cerebral
ldstr.0a7e39357c1b5f940a4519e1b40609d1,Ceto,Ceto
ldstr.21de0335eff140f1016b34f30cc83ae0,Chainsaw,Motosierra
attr.21de0335eff140f1016b34f30cc83ae0,Chainsaw,Motosierra
ldstr.f51d1ef665d8f5938cf041dee63ad150,Chainsaw Attack,Ataque de motosierra
ldstr.56c377d856b14486380e096540fa59da,Chalk,Tiza
ldstr.4c136aa32217bd0d8241dcf9e2e2a69d,"Challengers, give us a bloodbath!","¡Contendientes, dadnos un baño de sangre!"
ldstr.7fcbebe44a3ba2d162be939560e75688,Chance,Probabilidad
ldstr.e3b712a7e160b3ed9a3fef750a77d1dc,Chance to get critically hit by psi abilities increased by {0}%,Probabilidad de recibir un golpe crítico con habilidades psíquicas aumentada en un {0}%
ldstr.6d49f7b6d874f179af4a20295f9b1ab7,Chance to get critically hit by psi abilities reduced by {0}%,Probabilidad de recibir un golpe crítico con habilidades psíquicas reducida en un {0}%
ldstr.b32b61d4061fc23d834a0334b240269a,Chance to get critically hit by weapon and unarmed attacks increased by {0}%,Probabilidad de recibir un golpe crítico con armas y ataques sin armas aumentada en un {0}%
ldstr.35b7276cf914e224284bf94436ff1b99,Chance to get critically hit by weapon and unarmed attacks reduced by {0}%,Probabilidad de recibir un golpe crítico con armas y ataques sin armas reducida en un {0}%
ldstr.65ecf28fc259dd2ebc1b58eeb9d24131,Chance to hit targets on jet skis increased by {0}%,Probabilidad de golpear a objetivos en motos de agua aumentada en un {0}%
ldstr.2e1c46b7ffca3a6cc157cf5e4954ee8f,Chance to hit targets on jet skis reduced by {0}%,Probabilidad de golpear a objetivos en motos de agua reducida en un {0}%
ldstr.efadf6064f66e0ba4ae92152f91844a3,Chance to hit with melee weapons and unarmed attacks decreased by {0}%,Probabilidad de golpear con armas cuerpo a cuerpo y ataques sin armas disminuida en un {0}%
ldstr.047419441dbd0c6196a61a810fd91d31,Chance to hit with melee weapons and unarmed attacks increased by {0}%,Probabilidad de golpear con armas cuerpo a cuerpo y ataques sin armas aumentada en un {0}%
ldstr.716d1737e96ca450eae9a161d7e3b628,Chance to hit with ranged weapons decreased by {0}%,Probabilidad de golpear con armas a distancia disminuida en un {0}%
ldstr.64be084cee42da9ca3245f6f585e5a09,Chance to hit with ranged weapons increased by {0}%,Probabilidad de golpear con armas a distancia aumentada en un {0}%
ldstr.59313a31ca3fdddff1114c3c53c4636a,Chance to hit with thrown weapons decreased by {0}%,Probabilidad de golpear con armas arrojadizas disminuida en un {0}%
ldstr.57566882a19bd9a446b2579ef18aee4f,Chance to hit with thrown weapons increased by {0}%,Probabilidad de golpear con armas arrojadizas aumentada en un {0}%
ldstr.26fff268080ddc2dd95ba2afb5911d6e,Chance to instill fear through Brutality decreased by {0}%,Probabilidad de infundir miedo a través de Brutalidad disminuida en un {0}%
ldstr.dff0b98497d986ebc87b507568fad7e4,Chance to instill fear through Brutality increased by {0}%,Probabilidad de infundir miedo a través de Brutalidad aumentada en un {0}%
ldstr.cbe9a363c1e4aee4bcdfa022cdcaf02c,Change Trigger,Cambiar disparador
ldstr.820dbd2b8f606aff866c0bbfb6b737c1,Changed,Cambiado
ldstr.feb6facc2d14aa588e72bbeeb1621c07,Character Outlines,Contornos de personaje
ldstr.b17eb3bd9e1ab6caa2a278a4ca8a0a7c,Character Sheet,Hoja de personaje
ldstr.93932ba537ba6424fb935c090e4d40a9,Characteristics,Características
ldstr.994d06622c761cbceb384fd10a0b53f3,Characters,Personajes
ldstr.517349a3cdc1acf50617693e3ba33988,Charge,Cargar
attr.517349a3cdc1acf50617693e3ba33988,Charge,Carga
ldstr.b1c2b9d67c3196aa206d0443269ed775,Charged,Cargado
ldstr.d7b54fc61b65b19c4694a29b6044aacd,Charging,Cargando
ldstr.e896e6ebc1cffa3cf663ae056052e806,Charred,Carbonizado
ldstr.eaff692e84900d6b0999355abb0f3e43,Chase,Perseguir
ldstr.641778365631a79ee31c2eb15c1c39ee,Cheap Shots,Golpes bajos
attr.641778365631a79ee31c2eb15c1c39ee,Cheap Shots,Golpes bajos
ldstr.7d8cdf47a3d83c46cccc0a81943ea9a8,Cheap Shots: Damage,Golpes bajos: Daño
ldstr.2802c6838a252c6aa39872be0ee70ae9,Cheap Shots: Incapacitation,Golpes bajos: Incapacitación
ldstr.4b19c10cdde719054a3c02afeb692f5d,Check out the Lurker encampment east of the Free Drones base. Search for the captives and rescue them if they're alive.,Echa un vistazo al campamento de los Acechadores al este de la base de los Drones Libres. Busca a los cautivos y rescátalos si están vivos.
ldstr.89765f31e5498146977a76e45863c41b,Check your six! The enemy could come from any and every direction.,¡Vigila tu retaguardia! El enemigo podría venir de cualquier dirección.
ldstr.4f8222964f9a317cef99dddc23a121bd,Checkbox,Casilla de verificación
ldstr.d4cc2c120439e78740b35a444399d5f6,Chemhaze,Bruma química
ldstr.f5b28c5994e6d7ab604ddcd503be7fc0,Chemical,Químico
ldstr.3a26ac190588215fc998dced7defcf3e,Chemical Ammo,Munición química
ldstr.26cf7cf2f40c783e002b73b46dc036be,Chemical Blob Trap,Trampa de burbuja química
ldstr.cb23619fee7b06af760856af31c377e6,Chemical Bolt,Dardo químico
ldstr.efab05b9957f1e39223630f89a2aa2e8,Chemical Destabilization: ,Desestabilización química: 
ldstr.b1a27b56c5cd4fceb2858f2bd8b04210,Chemical Pistol,Pistola química
ldstr.5a19fac3f9783ee9b1f72ca60fe2e2e1,Chemical Pistols,Pistolas químicas
ldstr.203e0a005f386367e8d6d232c70fc725,Chemical Trap Case,Caja de trampa química
attr.84cf6008945c9b558ed7c0869557b70d,Chemistry,Química
ldstr.84cf6008945c9b558ed7c0869557b70d,Chemistry,Química
ldstr.1aaedf8cc7048d594d82364fe031a915,Chief Banner wants you to investigate a small group of Faceless that was spotted west of Foundry. Find out why they're there and report to the chief.,El jefe Banner quiere que investigues a un pequeño grupo de Sin Rostro que fue visto al oeste de Fundición. Averigua por qué están allí e informa al jefe.
ldstr.c13845a4b9a7b61028897d64dfd33d79,"Chief Banner wants you to kill Balor, the leader of Ironheads, and bring him his red cybernetic eye. He is probably located in the warehouse complex south of Foundry.","El jefe Banner quiere que mates a Balor, el líder de los Cabezas de Hierro, y le traigas su ojo cibernético rojo. Probablemente se encuentre en el complejo de almacenes al sur de Fundición."
ldstr.306f9dc3417441c087130d2bdc6f1d09,Chief Briggs is waiting for your response about joining their expedition to the Black Sea.,El jefe Briggs está esperando tu respuesta sobre si unirte a su expedición al Mar Negro.
ldstr.65ef1d2fc71a89c9a62adb064e862f42,"Chief Briggs of Aegis Incorporated will not let you join their expedition to the Black Sea unless you can prove to him you are worthy. Judging by his demeanor, it seems like nothing short of a truly impressive feat will do the trick.","El jefe Briggs de Aegis Incorporated no te dejará unirte a su expedición al Mar Negro a menos que puedas demostrarle que eres digno. A juzgar por su actitud, parece que nada que no sea una hazaña verdaderamente impresionante será suficiente."
ldstr.2a876ec0451ad8a63e73f012d9189ba4,"Chief Knight wants you to go to Coretech's hidden research facility and learn all you can about what's inside it and if it's somehow connected to the Faceless. It's located behind a locked door on the lower level section of the Drop Zone, near an under-passages exit.","El jefe Knight quiere que vayas a la instalación de investigación oculta de Coretech y averigües todo lo que puedas sobre lo que hay dentro y si está de alguna manera conectada con los Sin Rostro. Está situada tras una puerta cerrada en la sección del nivel inferior de la Zona de Descenso, cerca de una salida a los pasajes subterráneos."
ldstr.f6d9515841b4e9990c0fbc6ceb43efc0,Chieflooter,Saqueador jefe
ldstr.f889b9f4a9113cbb8b5e25bb93ecb8cb,Chill,Relajación
ldstr.c78c59704e14a124012301306215e0af,Chill while bartering,Relájate mientras regateas
