Variable,Original,Translation
ldstr.ac9bbe92edfc58966d97754a2a7f3105,Captain Blackwall at Epione Lab wants you to investigate the surrounding areas and report your findings to him.,
ldstr.33e28abae97e082553028f4d5919e5d8,"Captain Grim wants you to discover what knowledge and loot lie in the sequestered facilities of the Black Sea and report your findings to him. You are left entirely to your own devices, so stay sharp and be on the lookout for any clues which could help you.",
ldstr.87ef88b381b520afb1224592785c8a96,"Captain Grim wants you to talk to Razor. He can be found at Port Crag, just northeast from Port Ceto.",
ldstr.dec84e97cc023a848f42594ff648cd6f,Captain Herve is being impatient about the arrival of the recovered supplies. He asked you to go back to South Railroad Outpost and learn when the supplies will be leaving for Rail Crossing.,
ldstr.d50e6fb130291ba8cfcba54f888acb1d,"Captain Herve wants you to get rid of the Faceless, one way or another.",
ldstr.482de984cb16940991ff0b45b23c221c,"Captain Herve wants you to help him find out what happened with a Protectorate train that was expected to bring supplies to Rail Crossing, but never arrived. The train was supposed to set off from South Railroad Outpost.",
ldstr.38c884705d1542595ba42d2cac5e3e96,"Captain Herve wants you to save Buzzer, who he believes is being held prisoner in his shop.",
ldstr.dc081ca48ae5fd21e043dba9862ad888,"Captain Mareth sent you to find at least two cans of mutagen which is to be used against the Free Drones. He mentioned a facility that might have it, but doesn't know its location, other than it's in the cave system north of Rail Crossing.",
ldstr.03a9de9ca2bc8bd58fb0627e09e647fa,"Captain Mareth told you to find someone in Fort Apogee that will rig the mutagen cans to release the gas with a delay. Afterwards, you are to find the entrance to under-passages, just south of Rail Crossing and link up with CAU.",
ldstr.44a50f07b4bdc57740901280f9eddaf5,Capture,
ldstr.ee101656cdd8a041db0e498bde8ad82a,Capture failed!,
ldstr.75b804e63c3ae89fa28c1e311d56efa4,Capture three cave hoppers for Big Bret.,
ldstr.62411b76d12a4ad116da05c356ff9bf3,Capturing,
ldstr.af5433bdcb9d79635dd15828ac685cea,Cardboard Container,
ldstr.75deb6bdf954318e2dba67a27c39b27b,Carina,
ldstr.06e7666a6d66477e48849ad9474f45d4,Carnifex is... he is dead. The greatest gladiator is dead.,
ldstr.9f52dcf514571c7328ed2f0fdeaa5870,Carrier vest,
ldstr.38d162471514b42fc634d119f17d655f,Carry capacity decreased by {0},
ldstr.14a56a06960dd2d5410da12c371dadab,Carry capacity increased by {0},
ldstr.24770abfae60fdd99ec0cd4dfc3c1704,Carter,
ldstr.f7e70cb76e9d863db363cc086fd82077,Carved Up,
ldstr.a031213e2994bcd023d6c3e8088e2061,"Carves up a living target for {1}, reducing its action points by {2} and increasing the chance the target will get critically hit by {3}%. Stacks {4} times.",
ldstr.bce882c7d3b0fc3eeaa940d202da025b,Cassiopeia,
ldstr.5a768c3ce516813d11b6bc576f8c8f44,Cast your mind - and prepare to transform!,
ldstr.a8bf49490e9353197394076822a3fb71,Cast your mind and follow the lines - intersecting! Their sharp angles - directing!,
ldstr.2ac8446843e722e74a78b0521ae568e6,Caster,
ldstr.fa3ebd6742c360b2d9652b7f78d9bd7d,Cat,
ldstr.d6f045c424791dce0fee8bca867aabc9,Cat Laser,
ldstr.6c32821f578eef162b70099bcabb9542,Causes ,
ldstr.f6dab4e0f1410b2c2c75cdad8b224b4c,Causes a living target to panic for up to {0}.,
ldstr.87fc0b2096e64392380e0740ef883698,Causes an explosion that inflicts {0} and {1} damage to the target and all adjacent targets.,
ldstr.70533e9bdb6ee50cb5e9a1b5218de264,Cave Door,
ldstr.cdd9690b08f26715ae382280f812471d,Cave Ear Poison,
ldstr.466ade8eebdfcfc4864cceb8283340ff,Cave Ear Poison Bear Trap,
ldstr.3c3ddc6f2791bec501f9e5f1f9700524,Caves - Milton,
ldstr.be3db2dcc77e880638ee95cdee30bf10,Cavity,
ldstr.415e6123da96374dfe8b068f2b3ccdef,Celestial Nostalgia,
ldstr.87ac09823266d0fb70e66524f0c43577,Centaurus,
ldstr.6e20010082c8c60e224ce2013e967ab3,Center on Player,
ldstr.ae5c98935756b29a1e7485497bddc130,Cepheus,
ldstr.2b0e8137b129853e68a49b538afe9c60,Cerebral Acidization,
attr.93ee6e6908fb61fb581a0e961b5875b1,Cerebral Trauma,
ldstr.93ee6e6908fb61fb581a0e961b5875b1,Cerebral Trauma,
ldstr.efdfb6e3db424cfa92aa4288a97ed235,Cerebral Trauma: Damage,
ldstr.7ec9a9d2c387418bc0c165ffe6d5d6fd,Cerebral Trauma: Psi Reduction,
ldstr.c85fd0de6f1029b982af060f9c13dc12,Cerebral acidization,
ldstr.0a7e39357c1b5f940a4519e1b40609d1,Ceto,
ldstr.21de0335eff140f1016b34f30cc83ae0,Chainsaw,
attr.21de0335eff140f1016b34f30cc83ae0,Chainsaw,
ldstr.f51d1ef665d8f5938cf041dee63ad150,Chainsaw Attack,
ldstr.56c377d856b14486380e096540fa59da,Chalk,
ldstr.4c136aa32217bd0d8241dcf9e2e2a69d,"Challengers, give us a bloodbath!",
ldstr.7fcbebe44a3ba2d162be939560e75688,Chance,
ldstr.e3b712a7e160b3ed9a3fef750a77d1dc,Chance to get critically hit by psi abilities increased by {0}%,
ldstr.6d49f7b6d874f179af4a20295f9b1ab7,Chance to get critically hit by psi abilities reduced by {0}%,
ldstr.b32b61d4061fc23d834a0334b240269a,Chance to get critically hit by weapon and unarmed attacks increased by {0}%,
ldstr.35b7276cf914e224284bf94436ff1b99,Chance to get critically hit by weapon and unarmed attacks reduced by {0}%,
ldstr.65ecf28fc259dd2ebc1b58eeb9d24131,Chance to hit targets on jet skis increased by {0}%,
ldstr.2e1c46b7ffca3a6cc157cf5e4954ee8f,Chance to hit targets on jet skis reduced by {0}%,
ldstr.efadf6064f66e0ba4ae92152f91844a3,Chance to hit with melee weapons and unarmed attacks decreased by {0}%,
ldstr.047419441dbd0c6196a61a810fd91d31,Chance to hit with melee weapons and unarmed attacks increased by {0}%,
ldstr.716d1737e96ca450eae9a161d7e3b628,Chance to hit with ranged weapons decreased by {0}%,
ldstr.64be084cee42da9ca3245f6f585e5a09,Chance to hit with ranged weapons increased by {0}%,
ldstr.59313a31ca3fdddff1114c3c53c4636a,Chance to hit with thrown weapons decreased by {0}%,
ldstr.57566882a19bd9a446b2579ef18aee4f,Chance to hit with thrown weapons increased by {0}%,
ldstr.26fff268080ddc2dd95ba2afb5911d6e,Chance to instill fear through Brutality decreased by {0}%,
ldstr.dff0b98497d986ebc87b507568fad7e4,Chance to instill fear through Brutality increased by {0}%,
ldstr.cbe9a363c1e4aee4bcdfa022cdcaf02c,Change Trigger,
ldstr.820dbd2b8f606aff866c0bbfb6b737c1,Changed,
ldstr.feb6facc2d14aa588e72bbeeb1621c07,Character Outlines,
ldstr.b17eb3bd9e1ab6caa2a278a4ca8a0a7c,Character Sheet,
ldstr.93932ba537ba6424fb935c090e4d40a9,Characteristics,
ldstr.994d06622c761cbceb384fd10a0b53f3,Characters,
ldstr.517349a3cdc1acf50617693e3ba33988,Charge,
attr.517349a3cdc1acf50617693e3ba33988,Charge,
ldstr.b1c2b9d67c3196aa206d0443269ed775,Charged,
ldstr.d7b54fc61b65b19c4694a29b6044aacd,Charging,
ldstr.e896e6ebc1cffa3cf663ae056052e806,Charred,
ldstr.eaff692e84900d6b0999355abb0f3e43,Chase,
ldstr.641778365631a79ee31c2eb15c1c39ee,Cheap Shots,
attr.641778365631a79ee31c2eb15c1c39ee,Cheap Shots,
ldstr.7d8cdf47a3d83c46cccc0a81943ea9a8,Cheap Shots: Damage,
ldstr.2802c6838a252c6aa39872be0ee70ae9,Cheap Shots: Incapacitation,
ldstr.4b19c10cdde719054a3c02afeb692f5d,Check out the Lurker encampment east of the Free Drones base. Search for the captives and rescue them if they're alive.,
ldstr.89765f31e5498146977a76e45863c41b,Check your six! The enemy could come from any and every direction.,
ldstr.4f8222964f9a317cef99dddc23a121bd,Checkbox,
ldstr.d4cc2c120439e78740b35a444399d5f6,Chemhaze,
ldstr.f5b28c5994e6d7ab604ddcd503be7fc0,Chemical,
ldstr.3a26ac190588215fc998dced7defcf3e,Chemical Ammo,
ldstr.26cf7cf2f40c783e002b73b46dc036be,Chemical Blob Trap,
ldstr.cb23619fee7b06af760856af31c377e6,Chemical Bolt,
ldstr.efab05b9957f1e39223630f89a2aa2e8,Chemical Destabilization: ,
ldstr.b1a27b56c5cd4fceb2858f2bd8b04210,Chemical Pistol,
ldstr.5a19fac3f9783ee9b1f72ca60fe2e2e1,Chemical Pistols,
ldstr.203e0a005f386367e8d6d232c70fc725,Chemical Trap Case,
attr.84cf6008945c9b558ed7c0869557b70d,Chemistry,
ldstr.84cf6008945c9b558ed7c0869557b70d,Chemistry,
ldstr.1aaedf8cc7048d594d82364fe031a915,Chief Banner wants you to investigate a small group of Faceless that was spotted west of Foundry. Find out why they're there and report to the chief.,
ldstr.c13845a4b9a7b61028897d64dfd33d79,"Chief Banner wants you to kill Balor, the leader of Ironheads, and bring him his red cybernetic eye. He is probably located in the warehouse complex south of Foundry.",
ldstr.306f9dc3417441c087130d2bdc6f1d09,Chief Briggs is waiting for your response about joining their expedition to the Black Sea.,
ldstr.65ef1d2fc71a89c9a62adb064e862f42,"Chief Briggs of Aegis Incorporated will not let you join their expedition to the Black Sea unless you can prove to him you are worthy. Judging by his demeanor, it seems like nothing short of a truly impressive feat will do the trick.",
ldstr.2a876ec0451ad8a63e73f012d9189ba4,"Chief Knight wants you to go to Coretech's hidden research facility and learn all you can about what's inside it and if it's somehow connected to the Faceless. It's located behind a locked door on the lower level section of the Drop Zone, near an under-passages exit.",
ldstr.f6d9515841b4e9990c0fbc6ceb43efc0,Chieflooter,
ldstr.f889b9f4a9113cbb8b5e25bb93ecb8cb,Chill,
ldstr.c78c59704e14a124012301306215e0af,Chill while bartering,
ldstr.8577b6fb05ce5349f67143179b0ec6a1,Chilled,
ldstr.a4e8862984218f6f578b6145ced125a3,"Chills the target for {0}, reducing its movement points by {1}. Stacks {2} times.",
ldstr.9ab75cf645932d6cdf59f536137b2812,Chin!,
ldstr.7219523627e6d5d877b15d386decc674,Chitter,
ldstr.3329944ab04ab8cf2bbf658931d5a1b5,Chop,
ldstr.5447aa4026288039fccf95cf270282b3,Christopher,
ldstr.a1cf4dc781cbfbed0467d74ccad49214,Churchill,
ldstr.c8ee7272d6ed31d883c8f6ad374b2114,Cigar,
ldstr.a7173cc5cdd0e31df00cd34f058b1d33,Cinder,
ldstr.28f0aac2d5b4cb714228fd9e8dd4fd91,Circular Wave Amplifier,
ldstr.946ed81882f36b9e0ae3419b7fe60b54,Citadel of Death,
ldstr.a0eca9e223676c960233e9705278efd2,Citadel of Life - G1,
ldstr.4f288ef90a7b9b5283ecf39574f010d0,Civilian,
ldstr.a97fedbce30ecfbc5f77f23789b0ee00,Clark,
ldstr.d35b51b639528d580362ca7042de6a0e,Classic,
ldstr.78b52dfe979e78f6f9efa5995f6cf5cb,Claustrophilic Destiny,
ldstr.df398cf6ee26da27e9c8e6d831058ffe,Clean Blastema,
ldstr.292af70ea43f60c9a24de6e344285616,Cleansed!,
ldstr.ceacef36167ce581c5291685f82ebe65,Clear!,
attr.f1565d61fb74b142b7ddb3fc038a2d5a,Cleave,
ldstr.f1565d61fb74b142b7ddb3fc038a2d5a,Cleave,
ldstr.316853cc3718335f11c048e33b9be98a,Click,
ldstr.2efd1fab3d1df5c90a61d44fd69c237f,Click to delete the note.,
ldstr.68e14e698120206c9c7a0a5086a58392,Climb through,
ldstr.f1f6522a55e3e3be8b6c2d0513af73ac,Climb up,
ldstr.e11c052edced8289e25dfdfa7e45ad59,Cloaking Device,
ldstr.d3d2e617335f08df83599665eef8a418,Close,
ldstr.d9832acd84d099e911e17c1ec90c291b,Close Power Box (Multiple),
ldstr.aaf1ed10ca13c11219099c7bc5caf27b,Close Ventilation Shaft,
ldstr.3aee4fb241c92bef6dba306ee677978f,Close quarters precision: ,
ldstr.93f7f0735512ba73a44a9be0300d6cb9,Close the hatch.,
ldstr.bededb2c49aac84739b8eea0cc815e0c,Close your eyes...,
ldstr.591e97d7d3f8716f4ac1d0412a589762,Closes a ventilation shaft.,
ldstr.5c8de6f894682fdb1786037b2040a26e,Closing,
ldstr.4b3732408fa91e4b4faabe2d622aa259,Closing {0}...,
ldstr.e471edef0720809d990b2beaaeb91107,Clothesss... t-t-too cooold...,
attr.541448ffd21a47cbd2ee022b0041e5ad,Clothier,
ldstr.541448ffd21a47cbd2ee022b0041e5ad,Clothier,
ldstr.b2ebe404bd1d7ac0b29ee4d747dfb23b,Cluster Launcher Grenade,
ldstr.bc364acba5edd5263d4bbe7d879488cf,Coagulation Shot,
ldstr.b230ff525c4aa5ad3637a5f988fd31d8,Coagulation shot had no effect on {0},
ldstr.ca0dbad92a874b2f69b549293387925e,Code,
ldstr.783e9e9ac17d720cfb305ed0a08d44f6,Code must be a value between 0 and ,
attr.015bccb0e514966fb00aac5a347d5d20,Cohesive Mucus Glands,
ldstr.015bccb0e514966fb00aac5a347d5d20,Cohesive Mucus Glands,
ldstr.abf2ed7176bb5e24b0720275d539eec3,Coil Spiders,
ldstr.ff45bd9a024c61169a542316bd7b3b1a,Coin,
ldstr.1a3c2e99e572ec71d3820d0363d90742,Cold,
ldstr.e0ebf66514f41fea897e1f0d64267a79,Cold Resistance,
ldstr.5577bbacd4fa1141f938d0c8326c75b4,Cold Wind,
ldstr.9eed75e2784da63f63556c81bc44cba3,Coleman,
ldstr.bf46f2157a8f387005e6dfb84f81dab7,Collar of Misery,
ldstr.8fc330d76e990ab6964af08ea1e47d2e,Collector,
ldstr.c3ade9e287119e801325c52870566d06,Colonel Cathcart told you about a Protectorate expedition that hasn't reported back since the earthquake. Find Hephaestus Research facility in Lower Underrail caves and locate the missing team.,
ldstr.2181edb1fc6a95bf758ac58b15f1c2d1,"Colonel Cathcart wants you to go to Epione Lab in Upper Underrail and talk to Captain Blackwall, who has the mission details. Once you help Blackwall, return to Colonel Cathcart.",
ldstr.cb5feb1b7314637725a2e73bdc9f7295,Color,
ldstr.4e05a831e0cc2c12ae982c12b03c3f92,Coma,
ldstr.77fca56c42c447877f86e9bdb6dec484,Combat Action Speed,
ldstr.504c2f3ba52d5b4310df36651929c843,Combat Exoskeleton Power,
ldstr.fed72015e1112ded8126a41a6cce34ce,Combat Gloves,
ldstr.a7a7bb11172ab561fc244d4a47c84008,Combat Knife,
ldstr.c01e18b7028f31ac686a6655b4ffa67c,Combat Movement Speed,
ldstr.6cd4f7d925669170fe1cf251d4dddeaf,Combat Shotgun,
ldstr.401610fb5e01cdaf3a0c67f32b858c38,Combat Stats,
ldstr.2fe7cdee6a376c05c64c7723e7f595b6,Combat Taunts,
ldstr.b58f47a5d68beaacd96765baa9518861,Combat Utilities,
ldstr.f7d0251e1c0a62f2f429565da70f39a6,Combat Utility,
ldstr.c667ff40b016f984fe1c6a20b333a9df,Combat feed,
ldstr.8fb0178955de9f2ee5ecdcaaeef0b8be,Combat shotguns,
ldstr.01506ea95dae0e8fda76ef2150e77e31,Combat skill reduction of Yell increased by {0}% (additive),
ldstr.6c85079c07c59053c7b2f2c3c8ba5271,Combat skill reduction of Yell reduced by {0}% (additive),
ldstr.b9f0fe7fc393ac2a95b742a5d1d401b0,Combat vector confirmed.,
ldstr.d8929068f239cc2984d214ec4717cc5f,Combo,
attr.d8929068f239cc2984d214ec4717cc5f,Combo,
ldstr.3aac675be54ed188e24e184ebde020d7,Combo: Damage,
ldstr.fb56449ee5f6290bfd2c27d3cc5d62bf,Combo: Stun Chance,
ldstr.b65f00180540b83cee0e8eb48bb098c9,"Come 'ere, boy!",
ldstr.50d5976a3ff38198bda949746c6cad69,Come on *,
ldstr.293263628b4c0861d24c07bab98b083d,Come on!,
ldstr.f40d2ff0b900b332e1bf1c6d878581fc,"Come on, are you derailed!?",
ldstr.b154a56a28e269326e0aa542703ace27,Come on...,
ldstr.67d863fe827bd74d3273819bcb5819af,"Come out, come out, wherever you are!",
ldstr.1e8347ab348e18fc15b0a64e5c6aa342,"Come, little one, let us take you down the corridors of pain.",
ldstr.f343eecf39d16a1e1005bd0ce6675f9d,Come... join your river into our sea and become the flesh of a god.,
ldstr.550fb4da9714d02ed74860bfe58c4311,Command not found.,
const.550fb4da9714d02ed74860bfe58c4311,Command not found.,
ldstr.5e8b3040900838d603c30a4d03600429,Command syntax error.,
const.5e8b3040900838d603c30a4d03600429,Command syntax error.,
ldstr.cdfbe91b63e072131bae26f21129919b,Command uplink active.,
attr.50ebbe398e39f17d518ab4c6402113f5,Commando,
ldstr.50ebbe398e39f17d518ab4c6402113f5,Commando,
attr.83ca2d1346e6423497cb1b449c392cb7,Compass,
ldstr.83ca2d1346e6423497cb1b449c392cb7,Compass,
ldstr.7b3367ec48b898988c7882ffba7c30fc,Compensated ,
ldstr.ae94f80b3ce82062a5dd7815daa04f9d,Complete,
ldstr.1afc0d619930b08cd71c063c7a2aa9f9,Complete tasks Bret gives you and return to Tanner.,
ldstr.00a203942057445ead8bdb6707d7e121,Complete tasks Gorsky gives you and return to Tanner.,
ldstr.dea8f571b5c89da66c19672ef47a77c1,Completely Encumbered,
ldstr.10b4eb76294b70d7fd6df997ff06edb1,Complex,
ldstr.2cb05e4bb7830be982f0922fed86b4cd,Component,
ldstr.05bbb43b3d923283e0b6ffafd088f41f,Components,
ldstr.adf0960ad6cbc7b5679b346946770828,Composition difficulty. Using this slot will also increase the total skill requirements by additional ,
ldstr.d872c33c38d2a523aca226ea32afde75,Concentrated Fire,
attr.d872c33c38d2a523aca226ea32afde75,Concentrated Fire,
ldstr.7ff371c33b010a97d70eb95972ee18a5,Concussive Launcher Grenade,
ldstr.534546b23e8fab740abc02fa17b2ef62,Concussive Shots,
attr.534546b23e8fab740abc02fa17b2ef62,Concussive Shots,
attr.aa7c290d869d5fd11761a75c14d6965d,Conditioning,
ldstr.aa7c290d869d5fd11761a75c14d6965d,Conditioning,
ldstr.205bc73c4ab4286a1fb9d4c18322777c,Confirmed,
ldstr.f1d4ac54357cc0932f385d56814ba7e4,Conflict,
ldstr.628f9a7fa4f70359039bf8b7c5a9da7c,ConsoleManager: Console command '{0}' had no command strings.,
ldstr.6ebfe5e56fa704333aec060fd6bf3096,ConsoleManager: Console command '{0}' has empty command string.,
ldstr.09f2d7bce97c7063646994eebae66ad1,ConsoleManager: Duplicate command string '{0}' found when processing command '{1}'.,
ldstr.ad6373647889f5752aa7fc255b09adf8,ConsoleManager: Failed to instantiate console arg '{0}'. Default constructor not found.,
ldstr.290ceeb188769770e97a03aafa998340,ConsoleManager: Failed to instantiate console arg.,
ldstr.243daeeee6daf6286b0dcdc467db66cd,ConsoleManager: Failed to instantiate console command '{0}'. Default constructor not found.,
ldstr.aca89e88931534f8b8f6b152b3dabd60,ConsoleManager: Failed to instantiate console command.,
const.ae93e52a3c1f3bbcefbc805331fca9e9,Constitution,
ldstr.ae93e52a3c1f3bbcefbc805331fca9e9,Constitution,
ldstr.9a3a4321b7079fa51739f182a9367755,"Consul Oliver asked you to negotiate with a renegade Protectorate squad that had left Fort Apogee for unknown reasons. The renegades are being led by Sergeant First Class Timothy Holloway, and are located at Dolos Center station, west Upper Underrail. Report back to the consul once the situation has been resolved.",
ldstr.56fed3bd1057fee3027e20901d42f19e,Consumable,
ldstr.8e2ac5871cef67a04a8bbf463b1c66f2,Consumables,
ldstr.08b374d5b3458e88a7e3e107a4a1bc4e,Consuming Bite,
ldstr.7746816aa0289a334a323076c8c2dda4,Consumption,
ldstr.c828f22b2b47d350f55c10587af7e2ae,Consumption Ratio: ,
ldstr.0e7278cda02a9c0446dcc75a4df34eb2,Container,
ldstr.5ea5dd644e89cca8229a8537da1b72e4,Contaminated,
ldstr.7f76a2fbc8e6cb68345bb93d5d231788,Contaminated Bullets,
ldstr.b3f63e8967495c868dcab9059cb98e4c,Contaminated Wound,
ldstr.02e60a49ba8a211caad0021f099b5a8a,Contaminated wound,
ldstr.1ffab37eb710a02976d8452f93fbfb21,Contaminates a living target for {0}. Contaminated targets take {1}% more damage from all sources. Stacks {2} times.,
ldstr.ad4e206408c1c59bfb8a057ba7857446,Context,
ldstr.3e0fffb4d1d2ee92ff69be85dae49931,Continuum Ripple,
attr.3e0fffb4d1d2ee92ff69be85dae49931,Continuum Ripple,
ldstr.1c0f88aa80de02204e21cd1215e04797,Controlling hypocretin neurei. Procedure complete.,
ldstr.24b6472fcfa59cddd3f7bbc326582b5f,Controls,
ldstr.4fbfd4d75e31d4fcb4021e27be7b7a85,Conversion Rate: ,
ldstr.8c5bee75e8780ec6fa331dce5de02e44,Cooked Shot,
attr.8c5bee75e8780ec6fa331dce5de02e44,Cooked Shot,
ldstr.555209c87d3549e39dff626dbaf30a85,Cooked Shot: Action Point Cost,
ldstr.8001cdde66956a74e16cc9dd07c9cabe,Cooked Shot: Damage,
ldstr.16bda1aa86817d10355709792b8bd70f,Cooldown '[val]{0}[/val]' removed at [val]{1}[/val],
ldstr.27afa07e77c3e112fb3820049c4df9a7,Cooldown of {0} decreased by {1},
ldstr.637004b2d2c74f63198eb13be0670fc4,Cooldown of {0} decreased by {1}%,
ldstr.fea8a66ba899a8df10b05ec291855a77,Cooldown of {0} increased by {1},
ldstr.d94e239645a44f84fa1c2860ea1e3f45,Cooldown of {0} increased by {1}%,
ldstr.cfa548e3ae828c31fd767e5fcdd94c2d,Copying default custom portraits,
ldstr.89787735626debee178d40156d631148,Copying {0}\{1},
ldstr.61db47dac8aefe03fc67ee1b65ecd8f6,Coral,
ldstr.189b958cb75e4087714c74a49ef01a93,Coral Fantasy,
ldstr.8a94fdaacca7bcaa78439fbc2be002ec,Core City,
ldstr.ab63c59a6e1a58e54b3ff178d035da28,Core City - Derailed Murderer,
ldstr.8527b49ce2dd11173c6e49c7f85214e7,Core City - Zoner Mob,
ldstr.4e08b975c46428091f418f351ed65751,Core City Animals,
ldstr.811cbfdb47ece88ab2827a144e8398d6,Core City Ditch,
ldstr.113604afad390fc036bacd8d4f9cb597,Core City Duffs Gang,
ldstr.ab0ee6759ab7a5f2c733147783f84dd6,Core City Forger,
ldstr.e401d8e2522d9e0f9ff1f1a2d96f8698,Core City Guards,
ldstr.4aae1749f0442a10a26610265839728e,Core City Junkies,
ldstr.9e34c9de4c8f7948189631ca76f400a1,Core City Mercenaries,
ldstr.01718ddc29e4dec75d7802587635b4e3,Core City Moe,
ldstr.026ddeed9cd9bfedd39d43b826037cad,Core City Muggers,
ldstr.3312213f48245412660074b3f5a75d10,Core City Muggers ,
ldstr.2cdb53957c6ecffd48f326527acdaeee,Core City Muties,
ldstr.7087269fd5bdfac404ddd4bdef2abe0e,Core City Player House Burglars ,
ldstr.e195204adc8f3ecdf4a9ffb5399ae3b4,Core City Player House Dead Burglar 1,
ldstr.3985300db1624fe0336ed96866a80ac4,Core City Player House Dead Burglar 2,
ldstr.7d025b055ee79d1f2cc5cc2f8266ef2b,Core City Player House Dead Burglar Unique 1,
ldstr.b622b8ba4938fcf7c492c38c5d01ba4d,Core City Rays Shop Customer,
ldstr.bc25742a55dbc8cf77577a3335f6bfb8,Core City Sergio,
ldstr.369098ab8671c08bcfcf02481456d477,Core City Sewer Monsters,
ldstr.91293b68f3a3c95dee07e15e8f18bdfd,Core City Zaman,
ldstr.94b9f1956c635c4f244b349dfebb759c,Core City Zone Boyz,
ldstr.84f62c9eec53bc6d17e39d448874eb15,Core City Zoner Gang,
ldstr.bb15f5b822e083fbfab27bf4d4e942b1,Core City Zoner Gang Dogs,
ldstr.9acd26c244e14dbaa917348286ee7dc2,Core City Zoners,
ldstr.5555756dc3a8565ac349f62079507295,Core Ring,
ldstr.f6075a33c975fb1032d5da97062196b5,Coretech,
ldstr.b0996a9004f9e22dc5b3d089c03b2a93,Coretech Warehouse,
ldstr.5102b6478a52b43ec33b46e031e63c8f,Corona,
ldstr.8cd714af89feb4e4f50a88fb65ed3766,Corporeal Projection,
attr.8cd714af89feb4e4f50a88fb65ed3766,Corporeal Projection,
ldstr.417799dc63b3ebb2852970ae4b5c0f4a,Corpse,
ldstr.4b370f36aab38f91dcd16ffa2770254c,Corroded,
ldstr.eaae052031f4d46659a04690958b9a4e,Corrosive Acid Blob Trap,
ldstr.175e96685e7ca9bd80f56a2f40c11854,Corrosive Acidic Entanglement,
ldstr.f79e719066fc55d19e3ba8d24803dc2e,Could not attach the silencer to the barrel.,
ldstr.d7c274b7a0f7d609febb6f4e52ea5f44,Could not convert value specified by path to System.Boolean,
ldstr.46fec60616a1811f0cf9f6a98a467f28,Could not convert value specified by path to System.Int32,
ldstr.5c4e992b8fea507d9efbebb9ffe159a6,Could not convert value specified by path to System.Single,
ldstr.d33cd91a1c0ee4d546e1a55b557d392a,Could not create file path for exported character.,
ldstr.761dd12ff0467bbde6bb81bb3f1c4eb2,Could not find property named ,
attr.5a8912b3b89e80870d4465fe48a0eef9,Count = {Count},
ldstr.c795dfff10a7c952f4c5438951e9ece9,Cover,
ldstr.eabee334758e4b833ed256291a022309,Cowabunga!,
ldstr.1ecd1f51f0d3aba31edbc78a37960249,Crabs,
ldstr.8c1a0a596c9fa42f02fe9c59eb1a83b6,Crafting,
ldstr.0632f98faaa183b5627c648485fd33d0,Cranium Basher,
ldstr.099a6bd701df20fbc4d99da29d8bdb24,Crap. Can we turn around or somethin'?,
ldstr.007f02e6c93f2be268b88351c16843c5,Crate,
ldstr.2ccac6dce3a3796f5f50e35893017bfc,Crawl through compartment,
ldstr.820d17d3f859f4391cce177be0c93fde,Crawler,
ldstr.69df50898072f3ec293881d00062c836,Crawler Poison,
ldstr.2112253cfc7732c044dbf9b290469399,Crawler Poison Bear Trap,
ldstr.34702fb67347512ff35636042bbeb8f9,Crawler Sting,
ldstr.ddb43fee7cc8767f35586d9fe1a6b284,"Crawler-girl, crawler-girl....",
ldstr.328030deb9e5051c0915cc5e6b36e36f,"Crawler-man, crawler-man....",
ldstr.427dea2faecca2773f4120cca96fb146,Crawlers,
ldstr.686e697538050e4664636337cc3b834f,Create,
ldstr.85e8c8d713e371e33f1f0c84a957ffc8,Create All,
ldstr.d2d6dedaeac3fb49d36f3e15ac19325f,Created a workflow instance of type '{0}'.,
ldstr.6ab9940812629ffc7dc4154050b358f1,Created to die!,
ldstr.aead5e4f247f8b05c6c3a4e1123a6f6e,"Creates initial low-density laser-induced plasma, which is then subjected to high compression in order to increase density and initiate nuclear fusion. Requires a suitable magneto-inertial confinement and acceleration system to function properly.",
ldstr.8b8c0a3f2e529e6b2ed08cf0577a625a,Creating data model element type map,
ldstr.948a2e3548aaf7f9941a3192fa607d51,Credits,
ldstr.613fd19cdb646b6ff569013336d87043,Creeping Dread,
ldstr.527054faa03ffd7da3575895bfc7ba0a,Crewmember,
ldstr.25e6c0e78d8ec66c328d6c79bb5f3f01,Crimson Meadow Ballet,
ldstr.397098a2f0673a07243cd10d3f132391,Crimson Meadow Horticulture Center - H7,
ldstr.8bfcde5ea78c6dc5e516f0ddd80c53bd,Crippled,
ldstr.3c13522ca0b54d4b17c566e3d04d999e,"Cripples a living target for {0}, reducing its strength by {1}. Stacks {2} times.",
ldstr.0dff3ac02a53a6c359e1a7e1a18c6e72,Cripplina,
attr.c2f88a1763d29fe745b0dd887b5a7067,Crippling Strike,
ldstr.c2f88a1763d29fe745b0dd887b5a7067,Crippling Strike,
ldstr.a02bf1e4a069ac1c7c7c8ca0a2c766ea,Crippling strike damage increased by {0}%,
ldstr.a963bceee2aae6fbc66816d25e0e0f7e,Crippling strike damage reduced by {0}%,
ldstr.5f4d58c6f2903e72554ace92f21a6440,Critical Hit Chance,
ldstr.fb6e85dcd858d9426c82536f2454fbbc,Critical Hit Damage Bonus,
ldstr.dce75bc7c6dd0b86e7267902e9f130b7,Critical Hits,
attr.a4f08287059ef6917fa537954cbf0cd9,Critical Power,
ldstr.a4f08287059ef6917fa537954cbf0cd9,Critical Power,
